site,year,fuel,PJ
Knauf Insulation Queensferry,2036,biomass,0.0725
Knauf Insulation Queensferry,2036,gas,0.3414
Knauf Insulation Queensferry,2036,hydrogen,0.2688
Knauf Insulation Queensferry,2038,biomass,0.3082
Knauf Insulation Queensferry,2038,gas,0.0059
Knauf Insulation Queensferry,2038,hydrogen,0.3847
Knauf Insulation Queensferry,2040,biomass,0.3082
Knauf Insulation Queensferry,2040,gas,0.0039
Knauf Insulation Queensferry,2040,hydrogen,0.3847
Knauf Insulation Queensferry,2042,biomass,0.3082
Knauf Insulation Queensferry,2042,gas,0.002
Knauf Insulation Queensferry,2042,hydrogen,0.3847
Knauf Insulation Queensferry,2044,biomass,0.3082
Knauf Insulation Queensferry,2044,hydrogen,0.3847
Knauf Insulation Queensferry,2046,biomass,0.3062
Knauf Insulation Queensferry,2046,hydrogen,0.3847
Knauf Insulation Queensferry,2048,biomass,0.3062
Knauf Insulation Queensferry,2048,hydrogen,0.3827
Knauf Insulation Queensferry,2050,biomass,0.3062
Knauf Insulation Queensferry,2050,hydrogen,0.3807
Kronospan Ltd,2026,biomass,0.0083
Kronospan Ltd,2026,gas,2.7152
Kronospan Ltd,2028,biomass,0.0083
Kronospan Ltd,2028,gas,2.7485
Kronospan Ltd,2030,biomass,0.0083
Kronospan Ltd,2030,gas,2.7829
Kronospan Ltd,2032,biomass,0.0083
Kronospan Ltd,2032,gas,2.5106
Kronospan Ltd,2032,hydrogen,0.2633
Kronospan Ltd,2034,biomass,0.2784
Kronospan Ltd,2034,gas,2.2383
Kronospan Ltd,2034,hydrogen,0.2633
Kronospan Ltd,2036,biomass,0.2784
Kronospan Ltd,2036,gas,2.2522
Kronospan Ltd,2036,hydrogen,0.2633
Kronospan Ltd,2038,biomass,0.2784
Kronospan Ltd,2038,electricity,0.0834
Kronospan Ltd,2038,gas,1.9799
Kronospan Ltd,2038,hydrogen,0.2633
Kronospan Ltd,2040,biomass,0.2784
Kronospan Ltd,2040,electricity,0.4195
Kronospan Ltd,2040,gas,0.9063
Kronospan Ltd,2040,hydrogen,0.2633
Kronospan Ltd,2042,biomass,0.2784
Kronospan Ltd,2042,electricity,0.4195
Kronospan Ltd,2042,gas,0.8985
Kronospan Ltd,2042,hydrogen,0.2633
Kronospan Ltd,2044,biomass,0.2784
Kronospan Ltd,2044,electricity,0.4195
Kronospan Ltd,2044,gas,0.8908
Kronospan Ltd,2044,hydrogen,0.2633
Kronospan Ltd,2046,biomass,0.2702
Kronospan Ltd,2046,electricity,0.4195
Kronospan Ltd,2046,gas,0.8908
Kronospan Ltd,2046,hydrogen,0.2633
Kronospan Ltd,2048,biomass,0.2702
Kronospan Ltd,2048,electricity,0.4195
Kronospan Ltd,2048,gas,0.8908
Kronospan Ltd,2048,hydrogen,0.2552
Kronospan Ltd,2050,biomass,0.2702
Kronospan Ltd,2050,electricity,0.4195
Kronospan Ltd,2050,gas,0.8908
Kronospan Ltd,2050,hydrogen,0.2472
Lancaster,2026,gas,0.2267
Lancaster,2028,gas,0.2267
Lancaster,2030,gas,0.2267
Lancaster,2032,gas,0.2252
Lancaster,2034,gas,0.2236
Lancaster,2036,gas,0.2221
Lancaster,2038,gas,0.2215
Lancaster,2040,gas,0.2208
Lancaster,2042,biomass,0.0234
Lancaster,2042,gas,0.1982
Lancaster,2044,biomass,0.0468
Lancaster,2044,gas,0.1755
Lancaster,2046,biomass,0.0468
Lancaster,2046,electricity,0.007
Lancaster,2046,gas,0.1528
Lancaster,2048,biomass,0.0468
Lancaster,2048,electricity,0.0139
Lancaster,2048,gas,0.1301
Lancaster,2050,biomass,0.0468
Lancaster,2050,electricity,0.0208
Lancaster,2050,gas,0.1075
Lancing,2026,gas,0.2167
Lancing,2028,gas,0.2167
Lancing,2030,gas,0.2167
Lancing,2032,gas,0.2152
Lancing,2034,gas,0.2138
Lancing,2036,gas,0.2123
Lancing,2038,gas,0.2117
Lancing,2040,gas,0.2111
Lancing,2042,biomass,0.0224
Lancing,2042,gas,0.1894
Lancing,2044,biomass,0.0448
Lancing,2044,gas,0.1678
Lancing,2046,biomass,0.0448
Lancing,2046,electricity,0.0066
Lancing,2046,gas,0.1461
Lancing,2048,biomass,0.0448
Lancing,2048,electricity,0.026
Lancing,2048,gas,0.1244
Lancing,2050,biomass,0.0448
Lancing,2050,electricity,0.0453
Lancing,2050,gas,0.1028
Leeds RERF,2026,gas,0.6628
Leeds RERF,2028,gas,0.6628
Leeds RERF,2030,gas,0.6628
Leeds RERF,2032,gas,0.6584
Leeds RERF,2034,gas,0.6539
Leeds RERF,2036,gas,0.6495
Leeds RERF,2038,gas,0.5832
Leeds RERF,2038,hydrogen,0.0667
Leeds RERF,2040,biomass,0.0685
Leeds RERF,2040,gas,0.517
Leeds RERF,2040,hydrogen,0.0667
Leeds RERF,2042,biomass,0.1369
Leeds RERF,2042,gas,0.4507
Leeds RERF,2042,hydrogen,0.0667
Leeds RERF,2044,biomass,0.1369
Leeds RERF,2044,gas,0.5047
Leeds RERF,2044,hydrogen,0.0667
Leeds RERF,2046,biomass,0.1369
Leeds RERF,2046,gas,0.5028
Leeds RERF,2046,hydrogen,0.0667
Leeds RERF,2048,biomass,0.1369
Leeds RERF,2048,gas,0.5009
Leeds RERF,2048,hydrogen,0.0667
Leeds RERF,2050,biomass,0.1369
Leeds RERF,2050,gas,0.499
Leeds RERF,2050,hydrogen,0.0667
Leek,2026,gas,0.4004
Leek,2028,gas,0.4004
Leek,2030,gas,0.4004
Leek,2032,gas,0.3977
Leek,2034,gas,0.395
Leek,2036,gas,0.3924
Leek,2038,gas,0.3912
Leek,2040,biomass,0.0413
Leek,2040,gas,0.3512
Leek,2042,biomass,0.0827
Leek,2042,gas,0.3112
Leek,2044,biomass,0.0827
Leek,2044,gas,0.3149
Leek,2046,biomass,0.0827
Leek,2046,electricity,0.246
Leek,2046,gas,0.0461
Leek,2048,biomass,0.0827
Leek,2048,electricity,0.246
Leek,2048,gas,0.0449
Leek,2050,biomass,0.0827
Leek,2050,electricity,0.246
Leek,2050,gas,0.0438
Lhoist UK Limited,2026,biomass,0.0096
Lhoist UK Limited,2026,gas,3.1587
Lhoist UK Limited,2028,biomass,0.0096
Lhoist UK Limited,2028,gas,3.1975
Lhoist UK Limited,2030,biomass,0.0096
Lhoist UK Limited,2030,gas,3.2374
Lhoist UK Limited,2032,biomass,0.0096
Lhoist UK Limited,2032,gas,3.2332
Lhoist UK Limited,2032,hydrogen,0.0188
Lhoist UK Limited,2034,biomass,0.0096
Lhoist UK Limited,2034,gas,3.2494
Lhoist UK Limited,2034,hydrogen,0.0188
Lhoist UK Limited,2036,biomass,0.0096
Lhoist UK Limited,2036,gas,3.2656
Lhoist UK Limited,2036,hydrogen,0.0188
Lhoist UK Limited,2038,biomass,0.0096
Lhoist UK Limited,2038,electricity,0.097
Lhoist UK Limited,2038,gas,2.9488
Lhoist UK Limited,2038,hydrogen,0.0188
Lhoist UK Limited,2040,biomass,0.0096
Lhoist UK Limited,2040,electricity,0.097
Lhoist UK Limited,2040,gas,3.0961
Lhoist UK Limited,2040,hydrogen,0.0188
Lhoist UK Limited,2042,biomass,0.0096
Lhoist UK Limited,2042,electricity,0.097
Lhoist UK Limited,2042,gas,3.0871
Lhoist UK Limited,2042,hydrogen,0.0188
Lhoist UK Limited,2044,biomass,0.0096
Lhoist UK Limited,2044,electricity,0.097
Lhoist UK Limited,2044,gas,3.078
Lhoist UK Limited,2044,hydrogen,0.0188
Lhoist UK Limited,2046,electricity,0.097
Lhoist UK Limited,2046,gas,3.078
Lhoist UK Limited,2046,hydrogen,0.0188
Lhoist UK Limited,2048,electricity,0.097
Lhoist UK Limited,2048,gas,3.078
Lhoist UK Limited,2048,hydrogen,0.0094
Lhoist UK Limited,2050,electricity,0.097
Lhoist UK Limited,2050,gas,3.078
Llanelli,2026,gas,0.3499
Llanelli,2028,gas,0.3499
Llanelli,2030,gas,0.3499
Llanelli,2032,gas,0.3475
Llanelli,2034,gas,0.3452
Llanelli,2036,gas,0.3429
Llanelli,2038,gas,0.3419
Llanelli,2040,biomass,0.0361
Llanelli,2040,gas,0.3069
Llanelli,2042,biomass,0.0723
Llanelli,2042,gas,0.2719
Llanelli,2044,biomass,0.0723
Llanelli,2044,gas,0.2752
Llanelli,2046,biomass,0.0723
Llanelli,2046,electricity,0.0737
Llanelli,2046,gas,0.0403
Llanelli,2048,biomass,0.0723
Llanelli,2048,electricity,0.0737
Llanelli,2048,gas,0.0393
Llanelli,2050,biomass,0.0723
Llanelli,2050,electricity,0.0737
Llanelli,2050,gas,0.0383
"Llanelli, Carmarthenshire",2026,gas,0.0216
"Llanelli, Carmarthenshire",2028,electricity,0.0013
"Llanelli, Carmarthenshire",2028,gas,0.0199
"Llanelli, Carmarthenshire",2030,electricity,0.0025
"Llanelli, Carmarthenshire",2030,gas,0.0181
"Llanelli, Carmarthenshire",2032,electricity,0.0038
"Llanelli, Carmarthenshire",2032,gas,0.0164
"Llanelli, Carmarthenshire",2034,electricity,0.0158
"Llanelli, Carmarthenshire",2036,electricity,0.0158
"Llanelli, Carmarthenshire",2038,electricity,0.0158
"Llanelli, Carmarthenshire",2040,electricity,0.0158
"Llanelli, Carmarthenshire",2042,electricity,0.0158
"Llanelli, Carmarthenshire",2044,electricity,0.0158
"Llanelli, Carmarthenshire",2046,electricity,0.0158
"Llanelli, Carmarthenshire",2048,electricity,0.0158
"Llanelli, Carmarthenshire",2050,electricity,0.0158
Llanwern Steelworks,2026,gas,0.0564
Llanwern Steelworks,2028,electricity,0.0033
Llanwern Steelworks,2028,gas,0.0519
Llanwern Steelworks,2030,electricity,0.0414
Llanwern Steelworks,2032,electricity,0.0414
Llanwern Steelworks,2034,electricity,0.0414
Llanwern Steelworks,2036,electricity,0.0414
Llanwern Steelworks,2038,electricity,0.0414
Llanwern Steelworks,2040,electricity,0.0414
Llanwern Steelworks,2042,electricity,0.0414
Llanwern Steelworks,2044,electricity,0.0414
Llanwern Steelworks,2046,electricity,0.0414
Llanwern Steelworks,2048,electricity,0.0414
Llanwern Steelworks,2050,electricity,0.0414
Lochaber Smelter,2026,biomass,0.2058
Lochaber Smelter,2026,gas,0.7743
Lochaber Smelter,2028,biomass,0.2058
Lochaber Smelter,2028,gas,0.7743
Lochaber Smelter,2030,biomass,0.2058
Lochaber Smelter,2030,gas,0.7743
Lochaber Smelter,2032,biomass,0.9907
Lochaber Smelter,2032,gas,0.024
Lochaber Smelter,2032,hydrogen,0.0057
Lochaber Smelter,2034,biomass,0.9907
Lochaber Smelter,2034,gas,0.0175
Lochaber Smelter,2034,hydrogen,0.0057
Lochaber Smelter,2036,biomass,0.9907
Lochaber Smelter,2036,gas,0.0111
Lochaber Smelter,2036,hydrogen,0.0057
Lochaber Smelter,2038,biomass,0.9907
Lochaber Smelter,2038,gas,0.0083
Lochaber Smelter,2038,hydrogen,0.0057
Lochaber Smelter,2040,biomass,0.9907
Lochaber Smelter,2040,gas,0.0055
Lochaber Smelter,2040,hydrogen,0.0057
Lochaber Smelter,2042,biomass,0.9907
Lochaber Smelter,2042,gas,0.0028
Lochaber Smelter,2042,hydrogen,0.0057
Lochaber Smelter,2044,biomass,0.9907
Lochaber Smelter,2044,hydrogen,0.0057
Lochaber Smelter,2046,biomass,0.9878
Lochaber Smelter,2046,hydrogen,0.0057
Lochaber Smelter,2048,biomass,0.9878
Lochaber Smelter,2048,hydrogen,0.0029
Lochaber Smelter,2050,biomass,0.9878
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2026,gas,0.3936
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2028,gas,0.3936
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2030,gas,0.3936
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2032,gas,0.391
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2034,gas,0.3884
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2036,gas,0.3857
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2038,gas,0.3846
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2040,biomass,0.0406
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2040,gas,0.3452
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2042,biomass,0.0813
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2042,gas,0.3059
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2044,biomass,0.1219
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2044,gas,0.2665
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2046,biomass,0.1219
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2046,gas,0.0022
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2046,hydrogen,0.2726
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2048,biomass,0.1219
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2048,gas,0.0011
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2048,hydrogen,0.2726
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2050,biomass,0.1219
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2050,hydrogen,0.2726
Manchester,2026,gas,0.2415
Manchester,2028,gas,0.2415
Manchester,2030,gas,0.2415
Manchester,2032,gas,0.2399
Manchester,2034,gas,0.2383
Manchester,2036,gas,0.2367
Manchester,2038,gas,0.236
Manchester,2040,gas,0.2353
Manchester,2042,biomass,0.0249
Manchester,2042,gas,0.2112
Manchester,2044,biomass,0.0249
Manchester,2044,electricity,0.0074
Manchester,2044,gas,0.187
Manchester,2046,biomass,0.0249
Manchester,2046,electricity,0.0148
Manchester,2046,gas,0.1628
Manchester,2048,biomass,0.0249
Manchester,2048,electricity,0.0222
Manchester,2048,gas,0.1387
Manchester,2050,biomass,0.0249
Manchester,2050,electricity,0.0296
Manchester,2050,gas,0.1145
Measham,2026,biomass,0.0
Measham,2026,gas,0.6584
Measham,2028,biomass,0.07
Measham,2028,gas,0.5926
Measham,2030,biomass,0.07
Measham,2030,gas,0.5268
Measham,2030,hydrogen,0.0682
Measham,2032,biomass,0.07
Measham,2032,gas,0.4609
Measham,2032,hydrogen,0.1319
Measham,2034,biomass,0.07
Measham,2034,gas,0.3951
Measham,2034,hydrogen,0.1956
Measham,2036,biomass,0.07
Measham,2036,gas,0.3292
Measham,2036,hydrogen,0.2592
Measham,2038,biomass,0.07
Measham,2038,gas,0.0075
Measham,2038,hydrogen,0.5906
Measham,2040,biomass,0.07
Measham,2040,gas,0.0056
Measham,2040,hydrogen,0.5906
Measham,2042,biomass,0.07
Measham,2042,gas,0.0038
Measham,2042,hydrogen,0.5906
Measham,2044,biomass,0.07
Measham,2044,gas,0.0019
Measham,2044,hydrogen,0.5906
Measham,2046,biomass,0.07
Measham,2046,hydrogen,0.5906
Measham,2048,biomass,0.07
Measham,2048,hydrogen,0.5886
Measham,2050,biomass,0.07
Measham,2050,hydrogen,0.5867
Melton Ross Limeworks,2026,biomass,0.013
Melton Ross Limeworks,2026,gas,4.2833
Melton Ross Limeworks,2028,biomass,0.4566
Melton Ross Limeworks,2028,gas,3.866
Melton Ross Limeworks,2030,biomass,0.8872
Melton Ross Limeworks,2030,gas,3.4365
Melton Ross Limeworks,2030,hydrogen,0.0254
Melton Ross Limeworks,2032,biomass,0.8872
Melton Ross Limeworks,2032,gas,3.4584
Melton Ross Limeworks,2032,hydrogen,0.0254
Melton Ross Limeworks,2034,biomass,1.0487
Melton Ross Limeworks,2034,gas,3.3093
Melton Ross Limeworks,2034,hydrogen,0.0254
Melton Ross Limeworks,2036,biomass,1.0487
Melton Ross Limeworks,2036,gas,3.3312
Melton Ross Limeworks,2036,hydrogen,0.0254
Melton Ross Limeworks,2038,biomass,1.0487
Melton Ross Limeworks,2038,electricity,0.6618
Melton Ross Limeworks,2038,gas,1.2202
Melton Ross Limeworks,2038,hydrogen,0.0254
Melton Ross Limeworks,2040,biomass,1.0487
Melton Ross Limeworks,2040,electricity,0.6618
Melton Ross Limeworks,2040,gas,1.2079
Melton Ross Limeworks,2040,hydrogen,0.0254
Melton Ross Limeworks,2042,biomass,1.0487
Melton Ross Limeworks,2042,electricity,0.6618
Melton Ross Limeworks,2042,gas,1.1957
Melton Ross Limeworks,2042,hydrogen,0.0254
Melton Ross Limeworks,2044,biomass,1.0487
Melton Ross Limeworks,2044,electricity,0.6618
Melton Ross Limeworks,2044,gas,1.1834
Melton Ross Limeworks,2044,hydrogen,0.0254
Melton Ross Limeworks,2046,biomass,1.0356
Melton Ross Limeworks,2046,electricity,0.6618
Melton Ross Limeworks,2046,gas,1.1834
Melton Ross Limeworks,2046,hydrogen,0.0254
Melton Ross Limeworks,2048,biomass,1.0356
Melton Ross Limeworks,2048,electricity,0.6618
Melton Ross Limeworks,2048,gas,1.1834
Melton Ross Limeworks,2048,hydrogen,0.0127
Melton Ross Limeworks,2050,biomass,1.0356
Melton Ross Limeworks,2050,electricity,0.6618
Melton Ross Limeworks,2050,gas,1.1834
Mercia Envirecover Site,2026,gas,0.7136
Mercia Envirecover Site,2028,gas,0.7136
Mercia Envirecover Site,2030,gas,0.7136
Mercia Envirecover Site,2032,gas,0.7089
Mercia Envirecover Site,2034,gas,0.7041
Mercia Envirecover Site,2036,gas,0.6993
Mercia Envirecover Site,2038,gas,0.628
Mercia Envirecover Site,2038,hydrogen,0.0718
Mercia Envirecover Site,2040,biomass,0.0737
Mercia Envirecover Site,2040,gas,0.5566
Mercia Envirecover Site,2040,hydrogen,0.0718
Mercia Envirecover Site,2042,biomass,0.1474
Mercia Envirecover Site,2042,gas,0.4853
Mercia Envirecover Site,2042,hydrogen,0.0718
Mercia Envirecover Site,2044,biomass,0.1474
Mercia Envirecover Site,2044,gas,0.5434
Mercia Envirecover Site,2044,hydrogen,0.0718
Mercia Envirecover Site,2046,biomass,0.1474
Mercia Envirecover Site,2046,gas,0.5414
Mercia Envirecover Site,2046,hydrogen,0.0718
Mercia Envirecover Site,2048,biomass,0.1474
Mercia Envirecover Site,2048,gas,0.5393
Mercia Envirecover Site,2048,hydrogen,0.0718
Mercia Envirecover Site,2050,biomass,0.1474
Mercia Envirecover Site,2050,gas,0.5373
Mercia Envirecover Site,2050,hydrogen,0.0718
Merevale AD Plant,2026,gas,0.4195
Merevale AD Plant,2028,gas,0.4195
Merevale AD Plant,2030,gas,0.4195
Merevale AD Plant,2032,gas,0.4167
Merevale AD Plant,2034,gas,0.4139
Merevale AD Plant,2036,gas,0.4111
Merevale AD Plant,2038,gas,0.4099
Merevale AD Plant,2040,gas,0.3679
Merevale AD Plant,2040,hydrogen,0.0422
Merevale AD Plant,2042,biomass,0.0433
Merevale AD Plant,2042,gas,0.326
Merevale AD Plant,2042,hydrogen,0.0422
Merevale AD Plant,2044,biomass,0.0866
Merevale AD Plant,2044,gas,0.2841
Merevale AD Plant,2044,hydrogen,0.0422
Merevale AD Plant,2046,biomass,0.3848
Merevale AD Plant,2046,gas,0.0024
Merevale AD Plant,2046,hydrogen,0.0422
Merevale AD Plant,2048,biomass,0.3848
Merevale AD Plant,2048,gas,0.0012
Merevale AD Plant,2048,hydrogen,0.0422
Merevale AD Plant,2050,biomass,0.3848
Merevale AD Plant,2050,hydrogen,0.0422
Middlesbrough,2026,gas,0.2496
Middlesbrough,2028,gas,0.2496
Middlesbrough,2030,gas,0.2496
Middlesbrough,2032,gas,0.248
Middlesbrough,2034,gas,0.2463
Middlesbrough,2036,gas,0.2446
Middlesbrough,2038,gas,0.2439
Middlesbrough,2040,gas,0.2432
Middlesbrough,2042,electricity,0.0076
Middlesbrough,2042,gas,0.2183
Middlesbrough,2044,electricity,0.0153
Middlesbrough,2044,gas,0.1933
Middlesbrough,2046,electricity,0.023
Middlesbrough,2046,gas,0.1683
Middlesbrough,2048,electricity,0.0306
Middlesbrough,2048,gas,0.1433
Middlesbrough,2050,electricity,0.0756
Mostyn,2026,gas,0.296
Mostyn,2028,gas,0.296
Mostyn,2030,gas,0.296
Mostyn,2032,gas,0.2941
Mostyn,2034,gas,0.2921
Mostyn,2036,gas,0.2901
Mostyn,2038,gas,0.2893
Mostyn,2040,gas,0.2884
Mostyn,2042,gas,0.2588
Mostyn,2042,hydrogen,0.0298
Mostyn,2044,gas,0.2616
Mostyn,2044,hydrogen,0.0298
Mostyn,2046,electricity,0.0091
Mostyn,2046,gas,0.232
Mostyn,2046,hydrogen,0.0298
Mostyn,2048,electricity,0.0355
Mostyn,2048,gas,0.2024
Mostyn,2048,hydrogen,0.0298
Mostyn,2050,electricity,0.1909
Mostyn,2050,gas,0.0324
Mostyn,2050,hydrogen,0.0298
Nestle Purina Wisbech,2026,gas,0.2329
Nestle Purina Wisbech,2028,gas,0.2329
Nestle Purina Wisbech,2030,gas,0.2329
Nestle Purina Wisbech,2032,gas,0.2313
Nestle Purina Wisbech,2034,gas,0.2298
Nestle Purina Wisbech,2036,gas,0.2282
Nestle Purina Wisbech,2038,gas,0.2276
Nestle Purina Wisbech,2040,gas,0.2269
Nestle Purina Wisbech,2042,gas,0.2036
Nestle Purina Wisbech,2042,hydrogen,0.0234
Nestle Purina Wisbech,2044,gas,0.2058
Nestle Purina Wisbech,2044,hydrogen,0.0234
Nestle Purina Wisbech,2046,electricity,0.0208
Nestle Purina Wisbech,2046,gas,0.1825
Nestle Purina Wisbech,2046,hydrogen,0.0234
Nestle Purina Wisbech,2048,electricity,0.0416
Nestle Purina Wisbech,2048,gas,0.1592
Nestle Purina Wisbech,2048,hydrogen,0.0234
Nestle Purina Wisbech,2050,electricity,0.0624
Nestle Purina Wisbech,2050,gas,0.1359
Nestle Purina Wisbech,2050,hydrogen,0.0234
Newcastle Upon Tyne,2026,gas,0.3377
Newcastle Upon Tyne,2028,gas,0.3377
Newcastle Upon Tyne,2030,gas,0.3377
Newcastle Upon Tyne,2032,gas,0.3354
Newcastle Upon Tyne,2034,gas,0.3332
Newcastle Upon Tyne,2036,gas,0.3309
Newcastle Upon Tyne,2038,gas,0.3299
Newcastle Upon Tyne,2040,gas,0.2962
Newcastle Upon Tyne,2040,hydrogen,0.034
Newcastle Upon Tyne,2042,electricity,0.0103
Newcastle Upon Tyne,2042,gas,0.2624
Newcastle Upon Tyne,2042,hydrogen,0.034
Newcastle Upon Tyne,2044,electricity,0.0405
Newcastle Upon Tyne,2044,gas,0.2286
Newcastle Upon Tyne,2044,hydrogen,0.034
Newcastle Upon Tyne,2046,electricity,0.2479
Newcastle Upon Tyne,2046,gas,0.0019
Newcastle Upon Tyne,2046,hydrogen,0.034
Newcastle Upon Tyne,2048,electricity,0.2479
Newcastle Upon Tyne,2048,gas,0.001
Newcastle Upon Tyne,2048,hydrogen,0.034
Newcastle Upon Tyne,2050,electricity,0.2479
Newcastle Upon Tyne,2050,hydrogen,0.034
Newhaven EfW Plant,2026,gas,0.708
Newhaven EfW Plant,2028,gas,0.708
Newhaven EfW Plant,2030,gas,0.708
Newhaven EfW Plant,2032,gas,0.7032
Newhaven EfW Plant,2034,gas,0.6985
Newhaven EfW Plant,2036,gas,0.6938
Newhaven EfW Plant,2038,gas,0.623
Newhaven EfW Plant,2038,hydrogen,0.0713
Newhaven EfW Plant,2040,gas,0.5522
Newhaven EfW Plant,2040,hydrogen,0.1425
Newhaven EfW Plant,2042,gas,0.4814
Newhaven EfW Plant,2042,hydrogen,0.2138
Newhaven EfW Plant,2044,gas,0.0061
Newhaven EfW Plant,2044,hydrogen,0.7041
Newhaven EfW Plant,2046,gas,0.004
Newhaven EfW Plant,2046,hydrogen,0.7041
Newhaven EfW Plant,2048,gas,0.002
Newhaven EfW Plant,2048,hydrogen,0.7041
Newhaven EfW Plant,2050,hydrogen,0.7041
Nissan Motor Manufacturing (UK) Ltd,2026,gas,0.6398
Nissan Motor Manufacturing (UK) Ltd,2028,biomass,0.068
Nissan Motor Manufacturing (UK) Ltd,2028,gas,0.5759
Nissan Motor Manufacturing (UK) Ltd,2030,biomass,0.136
Nissan Motor Manufacturing (UK) Ltd,2030,gas,0.5119
Nissan Motor Manufacturing (UK) Ltd,2032,biomass,0.136
Nissan Motor Manufacturing (UK) Ltd,2032,gas,0.4479
Nissan Motor Manufacturing (UK) Ltd,2032,hydrogen,0.0619
Nissan Motor Manufacturing (UK) Ltd,2034,biomass,0.136
Nissan Motor Manufacturing (UK) Ltd,2034,gas,0.3839
Nissan Motor Manufacturing (UK) Ltd,2034,hydrogen,0.1237
Nissan Motor Manufacturing (UK) Ltd,2036,biomass,0.1995
Nissan Motor Manufacturing (UK) Ltd,2036,gas,0.3199
Nissan Motor Manufacturing (UK) Ltd,2036,hydrogen,0.1237
Nissan Motor Manufacturing (UK) Ltd,2038,biomass,0.5299
Nissan Motor Manufacturing (UK) Ltd,2038,gas,0.0073
Nissan Motor Manufacturing (UK) Ltd,2038,hydrogen,0.1237
Nissan Motor Manufacturing (UK) Ltd,2040,biomass,0.5299
Nissan Motor Manufacturing (UK) Ltd,2040,gas,0.0055
Nissan Motor Manufacturing (UK) Ltd,2040,hydrogen,0.1237
Nissan Motor Manufacturing (UK) Ltd,2042,biomass,0.5299
Nissan Motor Manufacturing (UK) Ltd,2042,gas,0.0037
Nissan Motor Manufacturing (UK) Ltd,2042,hydrogen,0.1237
Nissan Motor Manufacturing (UK) Ltd,2044,biomass,0.5299
Nissan Motor Manufacturing (UK) Ltd,2044,gas,0.0018
Nissan Motor Manufacturing (UK) Ltd,2044,hydrogen,0.1237
Nissan Motor Manufacturing (UK) Ltd,2046,biomass,0.5299
Nissan Motor Manufacturing (UK) Ltd,2046,hydrogen,0.1237
Nissan Motor Manufacturing (UK) Ltd,2048,biomass,0.5299
Nissan Motor Manufacturing (UK) Ltd,2048,hydrogen,0.1219
Nissan Motor Manufacturing (UK) Ltd,2050,biomass,0.5299
Nissan Motor Manufacturing (UK) Ltd,2050,hydrogen,0.12
Norbord Cowie,2026,biomass,0.0
Norbord Cowie,2026,gas,1.0141
Norbord Cowie,2028,biomass,0.0
Norbord Cowie,2028,gas,1.0269
Norbord Cowie,2030,biomass,0.1017
Norbord Cowie,2030,gas,0.9255
Norbord Cowie,2030,hydrogen,0.006
Norbord Cowie,2032,biomass,0.1017
Norbord Cowie,2032,gas,0.9306
Norbord Cowie,2032,hydrogen,0.006
Norbord Cowie,2034,biomass,0.1017
Norbord Cowie,2034,gas,0.9358
Norbord Cowie,2034,hydrogen,0.006
Norbord Cowie,2036,biomass,0.1017
Norbord Cowie,2036,gas,0.941
Norbord Cowie,2036,hydrogen,0.006
Norbord Cowie,2038,biomass,0.1017
Norbord Cowie,2038,electricity,0.0311
Norbord Cowie,2038,gas,0.8396
Norbord Cowie,2038,hydrogen,0.006
Norbord Cowie,2040,biomass,0.1017
Norbord Cowie,2040,electricity,0.0311
Norbord Cowie,2040,gas,0.8491
Norbord Cowie,2040,hydrogen,0.006
Norbord Cowie,2042,biomass,0.1017
Norbord Cowie,2042,electricity,0.1242
Norbord Cowie,2042,gas,0.5507
Norbord Cowie,2042,hydrogen,0.006
Norbord Cowie,2044,biomass,0.1017
Norbord Cowie,2044,electricity,0.1242
Norbord Cowie,2044,gas,0.5478
Norbord Cowie,2044,hydrogen,0.006
Norbord Cowie,2046,biomass,0.1017
