site,year,fuel,PJ
ETEX Building Performance Limited – Portbury Site,2044,electricity,0.1609
ETEX Building Performance Limited – Portbury Site,2044,gas,0.7193
ETEX Building Performance Limited – Portbury Site,2044,hydrogen,0.127
ETEX Building Performance Limited – Portbury Site,2046,electricity,0.1609
ETEX Building Performance Limited – Portbury Site,2046,gas,0.7155
ETEX Building Performance Limited – Portbury Site,2046,hydrogen,0.127
ETEX Building Performance Limited – Portbury Site,2048,electricity,0.1609
ETEX Building Performance Limited – Portbury Site,2048,gas,0.7155
ETEX Building Performance Limited – Portbury Site,2048,hydrogen,0.1231
ETEX Building Performance Limited – Portbury Site,2050,electricity,0.1609
ETEX Building Performance Limited – Portbury Site,2050,gas,0.7155
ETEX Building Performance Limited – Portbury Site,2050,hydrogen,0.1192
East Leake Gypsum Works,2026,gas,1.3006
East Leake Gypsum Works,2028,gas,1.317
East Leake Gypsum Works,2030,biomass,0.1383
East Leake Gypsum Works,2030,gas,1.1869
East Leake Gypsum Works,2032,biomass,0.1383
East Leake Gypsum Works,2032,gas,1.0569
East Leake Gypsum Works,2032,hydrogen,0.1258
East Leake Gypsum Works,2034,biomass,0.1383
East Leake Gypsum Works,2034,gas,0.9268
East Leake Gypsum Works,2034,hydrogen,0.2515
East Leake Gypsum Works,2036,biomass,0.1383
East Leake Gypsum Works,2036,electricity,0.0383
East Leake Gypsum Works,2036,gas,0.7968
East Leake Gypsum Works,2036,hydrogen,0.2515
East Leake Gypsum Works,2038,biomass,0.1383
East Leake Gypsum Works,2038,electricity,0.0781
East Leake Gypsum Works,2038,gas,0.6667
East Leake Gypsum Works,2038,hydrogen,0.2515
East Leake Gypsum Works,2040,biomass,0.1383
East Leake Gypsum Works,2040,electricity,0.118
East Leake Gypsum Works,2040,gas,0.5366
East Leake Gypsum Works,2040,hydrogen,0.2515
East Leake Gypsum Works,2042,biomass,0.1383
East Leake Gypsum Works,2042,electricity,0.2375
East Leake Gypsum Works,2042,gas,0.1539
East Leake Gypsum Works,2042,hydrogen,0.2515
East Leake Gypsum Works,2044,biomass,0.1383
East Leake Gypsum Works,2044,electricity,0.2375
East Leake Gypsum Works,2044,gas,0.1502
East Leake Gypsum Works,2044,hydrogen,0.2515
East Leake Gypsum Works,2046,biomass,0.1383
East Leake Gypsum Works,2046,electricity,0.2375
East Leake Gypsum Works,2046,gas,0.1465
East Leake Gypsum Works,2046,hydrogen,0.2515
East Leake Gypsum Works,2048,biomass,0.1383
East Leake Gypsum Works,2048,electricity,0.2375
East Leake Gypsum Works,2048,gas,0.1465
East Leake Gypsum Works,2048,hydrogen,0.2477
East Leake Gypsum Works,2050,biomass,0.1383
East Leake Gypsum Works,2050,electricity,0.2375
East Leake Gypsum Works,2050,gas,0.1465
East Leake Gypsum Works,2050,hydrogen,0.2438
Eastcroft,2026,gas,0.6258
Eastcroft,2028,gas,0.6258
Eastcroft,2030,gas,0.6258
Eastcroft,2032,gas,0.6216
Eastcroft,2034,gas,0.6175
Eastcroft,2036,gas,0.6133
Eastcroft,2038,gas,0.5507
Eastcroft,2038,hydrogen,0.063
Eastcroft,2040,biomass,0.0646
Eastcroft,2040,gas,0.4881
Eastcroft,2040,hydrogen,0.063
Eastcroft,2042,biomass,0.1292
Eastcroft,2042,gas,0.4256
Eastcroft,2042,hydrogen,0.063
Eastcroft,2044,biomass,0.1292
Eastcroft,2044,gas,0.4766
Eastcroft,2044,hydrogen,0.063
Eastcroft,2046,biomass,0.1292
Eastcroft,2046,gas,0.4748
Eastcroft,2046,hydrogen,0.063
Eastcroft,2048,biomass,0.1292
Eastcroft,2048,gas,0.473
Eastcroft,2048,hydrogen,0.063
Eastcroft,2050,biomass,0.1292
Eastcroft,2050,gas,0.4712
Eastcroft,2050,hydrogen,0.063
Eastham Refinery Limited,2026,biomass,0.0718
Eastham Refinery Limited,2026,gas,0.6077
Eastham Refinery Limited,2028,biomass,0.0718
Eastham Refinery Limited,2028,gas,0.6077
Eastham Refinery Limited,2030,biomass,0.1435
Eastham Refinery Limited,2030,gas,0.5402
Eastham Refinery Limited,2032,biomass,0.1435
Eastham Refinery Limited,2032,gas,0.4727
Eastham Refinery Limited,2032,hydrogen,0.0653
Eastham Refinery Limited,2034,biomass,0.2105
Eastham Refinery Limited,2034,gas,0.4051
Eastham Refinery Limited,2034,hydrogen,0.0653
Eastham Refinery Limited,2036,biomass,0.2775
Eastham Refinery Limited,2036,gas,0.3376
Eastham Refinery Limited,2036,hydrogen,0.0653
Eastham Refinery Limited,2038,biomass,0.2775
Eastham Refinery Limited,2038,gas,0.0077
Eastham Refinery Limited,2038,hydrogen,0.4051
Eastham Refinery Limited,2040,biomass,0.2775
Eastham Refinery Limited,2040,gas,0.0058
Eastham Refinery Limited,2040,hydrogen,0.4051
Eastham Refinery Limited,2042,biomass,0.2775
Eastham Refinery Limited,2042,gas,0.0039
Eastham Refinery Limited,2042,hydrogen,0.4051
Eastham Refinery Limited,2044,biomass,0.2775
Eastham Refinery Limited,2044,gas,0.0019
Eastham Refinery Limited,2044,hydrogen,0.4051
Eastham Refinery Limited,2046,biomass,0.2775
Eastham Refinery Limited,2046,hydrogen,0.4051
Eastham Refinery Limited,2048,biomass,0.2775
Eastham Refinery Limited,2048,hydrogen,0.4031
Eastham Refinery Limited,2050,biomass,0.2775
Eastham Refinery Limited,2050,hydrogen,0.4011
Edmonton,2026,gas,1.6344
Edmonton,2028,gas,1.6344
Edmonton,2030,gas,1.6344
Edmonton,2032,gas,1.6235
Edmonton,2034,gas,1.6126
Edmonton,2036,gas,1.6017
Edmonton,2038,gas,1.597
Edmonton,2040,gas,1.5923
Edmonton,2042,gas,1.6077
Edmonton,2044,electricity,1.2959
Edmonton,2044,gas,0.1928
Edmonton,2046,electricity,1.2959
Edmonton,2046,gas,0.1881
Edmonton,2048,electricity,1.2959
Edmonton,2048,gas,0.1835
Edmonton,2050,electricity,1.2959
Edmonton,2050,gas,0.1788
Elanco AH UK Speke,2026,biomass,0.0862
Elanco AH UK Speke,2026,gas,0.73
Elanco AH UK Speke,2028,biomass,0.0862
Elanco AH UK Speke,2028,gas,0.73
Elanco AH UK Speke,2030,biomass,0.1724
Elanco AH UK Speke,2030,gas,0.6489
Elanco AH UK Speke,2032,biomass,0.1724
Elanco AH UK Speke,2032,gas,0.0201
Elanco AH UK Speke,2032,hydrogen,0.6458
Elanco AH UK Speke,2034,biomass,0.1724
Elanco AH UK Speke,2034,gas,0.0147
Elanco AH UK Speke,2034,hydrogen,0.6458
Elanco AH UK Speke,2036,biomass,0.1724
Elanco AH UK Speke,2036,gas,0.0093
Elanco AH UK Speke,2036,hydrogen,0.6458
Elanco AH UK Speke,2038,biomass,0.1724
Elanco AH UK Speke,2038,gas,0.007
Elanco AH UK Speke,2038,hydrogen,0.6458
Elanco AH UK Speke,2040,biomass,0.1724
Elanco AH UK Speke,2040,gas,0.0046
Elanco AH UK Speke,2040,hydrogen,0.6458
Elanco AH UK Speke,2042,biomass,0.1724
Elanco AH UK Speke,2042,gas,0.0023
Elanco AH UK Speke,2042,hydrogen,0.6458
Elanco AH UK Speke,2044,biomass,0.1724
Elanco AH UK Speke,2044,hydrogen,0.6458
Elanco AH UK Speke,2046,biomass,0.17
Elanco AH UK Speke,2046,hydrogen,0.6458
Elanco AH UK Speke,2048,biomass,0.17
Elanco AH UK Speke,2048,hydrogen,0.6434
Elanco AH UK Speke,2050,biomass,0.17
Elanco AH UK Speke,2050,hydrogen,0.641
Encirc Glass,2026,biomass,0.0116
Encirc Glass,2026,gas,3.7968
Encirc Glass,2028,biomass,0.0116
Encirc Glass,2028,gas,3.8434
Encirc Glass,2030,biomass,0.0116
Encirc Glass,2030,gas,3.8914
Encirc Glass,2032,biomass,0.0116
Encirc Glass,2032,gas,3.8864
Encirc Glass,2032,hydrogen,0.0225
Encirc Glass,2034,biomass,0.0116
Encirc Glass,2034,gas,3.9058
Encirc Glass,2034,hydrogen,0.0225
Encirc Glass,2036,biomass,0.0116
Encirc Glass,2036,gas,3.9252
Encirc Glass,2036,hydrogen,0.0225
Encirc Glass,2038,biomass,0.0116
Encirc Glass,2038,electricity,0.5866
Encirc Glass,2038,gas,2.054
Encirc Glass,2038,hydrogen,0.0225
Encirc Glass,2040,biomass,0.0116
Encirc Glass,2040,electricity,0.5866
Encirc Glass,2040,gas,2.0432
Encirc Glass,2040,hydrogen,0.0225
Encirc Glass,2042,biomass,0.0116
Encirc Glass,2042,electricity,0.5866
Encirc Glass,2042,gas,2.0323
Encirc Glass,2042,hydrogen,0.0225
Encirc Glass,2044,biomass,0.0116
Encirc Glass,2044,electricity,0.5866
Encirc Glass,2044,gas,2.0214
Encirc Glass,2044,hydrogen,0.0225
Encirc Glass,2046,electricity,0.5866
Encirc Glass,2046,gas,2.0214
Encirc Glass,2046,hydrogen,0.0225
Encirc Glass,2048,electricity,0.5866
Encirc Glass,2048,gas,2.0214
Encirc Glass,2048,hydrogen,0.0113
Encirc Glass,2050,electricity,0.5866
Encirc Glass,2050,gas,2.0214
Encirc Limited,2026,biomass,0.0049
Encirc Limited,2026,gas,1.6018
Encirc Limited,2028,biomass,0.1708
Encirc Limited,2028,gas,1.4458
Encirc Limited,2030,biomass,0.1708
Encirc Limited,2030,gas,1.466
Encirc Limited,2032,biomass,0.1708
Encirc Limited,2032,gas,1.3054
Encirc Limited,2032,hydrogen,0.1553
Encirc Limited,2034,biomass,0.1708
Encirc Limited,2034,gas,1.3136
Encirc Limited,2034,hydrogen,0.1553
Encirc Limited,2036,biomass,0.2098
Encirc Limited,2036,electricity,0.0357
Encirc Limited,2036,gas,1.1529
Encirc Limited,2036,hydrogen,0.1553
Encirc Limited,2038,biomass,0.2098
Encirc Limited,2038,electricity,0.0849
Encirc Limited,2038,gas,0.9923
Encirc Limited,2038,hydrogen,0.1553
Encirc Limited,2040,biomass,0.2098
Encirc Limited,2040,electricity,0.2566
Encirc Limited,2040,gas,0.4538
Encirc Limited,2040,hydrogen,0.1553
Encirc Limited,2042,biomass,0.2098
Encirc Limited,2042,electricity,0.2566
Encirc Limited,2042,gas,0.4492
Encirc Limited,2042,hydrogen,0.1553
Encirc Limited,2044,biomass,0.2098
Encirc Limited,2044,electricity,0.2566
Encirc Limited,2044,gas,0.4446
Encirc Limited,2044,hydrogen,0.1553
Encirc Limited,2046,biomass,0.2049
Encirc Limited,2046,electricity,0.2566
Encirc Limited,2046,gas,0.4446
Encirc Limited,2046,hydrogen,0.1553
Encirc Limited,2048,biomass,0.2049
Encirc Limited,2048,electricity,0.2566
Encirc Limited,2048,gas,0.4446
Encirc Limited,2048,hydrogen,0.1506
Encirc Limited,2050,biomass,0.2049
Encirc Limited,2050,electricity,0.2566
Encirc Limited,2050,gas,0.4446
Encirc Limited,2050,hydrogen,0.1458
Essity UK Limited - Prudhoe Mill,2026,biomass,0.1482
Essity UK Limited - Prudhoe Mill,2026,gas,0.7064
Essity UK Limited - Prudhoe Mill,2028,biomass,0.1482
Essity UK Limited - Prudhoe Mill,2028,gas,0.7064
Essity UK Limited - Prudhoe Mill,2030,biomass,0.1798
Essity UK Limited - Prudhoe Mill,2030,gas,0.6767
Essity UK Limited - Prudhoe Mill,2032,biomass,0.2182
Essity UK Limited - Prudhoe Mill,2032,gas,0.0209
Essity UK Limited - Prudhoe Mill,2032,hydrogen,0.6361
Essity UK Limited - Prudhoe Mill,2034,biomass,0.2182
Essity UK Limited - Prudhoe Mill,2034,gas,0.0153
Essity UK Limited - Prudhoe Mill,2034,hydrogen,0.6361
Essity UK Limited - Prudhoe Mill,2036,biomass,0.2182
Essity UK Limited - Prudhoe Mill,2036,gas,0.0097
Essity UK Limited - Prudhoe Mill,2036,hydrogen,0.6361
Essity UK Limited - Prudhoe Mill,2038,biomass,0.2182
Essity UK Limited - Prudhoe Mill,2038,gas,0.0072
Essity UK Limited - Prudhoe Mill,2038,hydrogen,0.6361
Essity UK Limited - Prudhoe Mill,2040,biomass,0.2182
Essity UK Limited - Prudhoe Mill,2040,gas,0.0048
Essity UK Limited - Prudhoe Mill,2040,hydrogen,0.6361
Essity UK Limited - Prudhoe Mill,2042,biomass,0.2182
Essity UK Limited - Prudhoe Mill,2042,gas,0.0024
Essity UK Limited - Prudhoe Mill,2042,hydrogen,0.6361
Essity UK Limited - Prudhoe Mill,2044,biomass,0.2182
Essity UK Limited - Prudhoe Mill,2044,hydrogen,0.6361
Essity UK Limited - Prudhoe Mill,2046,biomass,0.2156
Essity UK Limited - Prudhoe Mill,2046,hydrogen,0.6361
Essity UK Limited - Prudhoe Mill,2048,biomass,0.2156
Essity UK Limited - Prudhoe Mill,2048,hydrogen,0.6336
Essity UK Limited - Prudhoe Mill,2050,biomass,0.2156
Essity UK Limited - Prudhoe Mill,2050,hydrogen,0.6311
Esso Petroleum Company Limited,2026,gas,49.1586
Esso Petroleum Company Limited,2028,electricity,1.55
Esso Petroleum Company Limited,2028,gas,44.2427
Esso Petroleum Company Limited,2030,electricity,3.1001
Esso Petroleum Company Limited,2030,gas,39.3269
Esso Petroleum Company Limited,2032,electricity,4.5468
Esso Petroleum Company Limited,2032,gas,34.411
Esso Petroleum Company Limited,2034,electricity,5.9935
Esso Petroleum Company Limited,2034,gas,29.4952
Esso Petroleum Company Limited,2036,electricity,7.4402
Esso Petroleum Company Limited,2036,gas,24.5793
Esso Petroleum Company Limited,2038,electricity,11.8284
Esso Petroleum Company Limited,2038,gas,19.6634
Esso Petroleum Company Limited,2040,electricity,21.9808
Esso Petroleum Company Limited,2040,gas,8.4748
Esso Petroleum Company Limited,2042,electricity,29.6394
Esso Petroleum Company Limited,2044,electricity,29.5951
Esso Petroleum Company Limited,2046,electricity,32.3485
Esso Petroleum Company Limited,2048,electricity,35.1867
Esso Petroleum Company Limited,2050,electricity,37.827
Exeter EfW,2026,gas,0.2119
Exeter EfW,2028,gas,0.2119
Exeter EfW,2030,gas,0.2119
Exeter EfW,2032,gas,0.2105
Exeter EfW,2034,gas,0.2091
Exeter EfW,2036,gas,0.2077
Exeter EfW,2038,gas,0.2071
Exeter EfW,2040,gas,0.2065
Exeter EfW,2042,biomass,0.0219
Exeter EfW,2042,gas,0.1853
Exeter EfW,2044,biomass,0.0219
Exeter EfW,2044,electricity,0.0189
Exeter EfW,2044,gas,0.1641
Exeter EfW,2046,biomass,0.0219
Exeter EfW,2046,electricity,0.0378
Exeter EfW,2046,gas,0.1429
Exeter EfW,2048,biomass,0.0219
Exeter EfW,2048,electricity,0.0568
Exeter EfW,2048,gas,0.1217
Exeter EfW,2050,biomass,0.0219
Exeter EfW,2050,electricity,0.0757
Exeter EfW,2050,gas,0.1005
Fawley Chemicals,2026,biomass,0.0814
Fawley Chemicals,2026,gas,0.6889
Fawley Chemicals,2028,biomass,0.0814
Fawley Chemicals,2028,gas,0.6889
Fawley Chemicals,2030,biomass,0.0814
Fawley Chemicals,2030,gas,0.6123
Fawley Chemicals,2030,hydrogen,0.0793
Fawley Chemicals,2032,biomass,0.0814
Fawley Chemicals,2032,gas,0.5358
Fawley Chemicals,2032,hydrogen,0.1533
Fawley Chemicals,2034,biomass,0.0814
Fawley Chemicals,2034,gas,0.4593
Fawley Chemicals,2034,hydrogen,0.2273
Fawley Chemicals,2036,biomass,0.0814
Fawley Chemicals,2036,gas,0.3827
Fawley Chemicals,2036,hydrogen,0.3013
Fawley Chemicals,2038,biomass,0.0814
Fawley Chemicals,2038,gas,0.0066
Fawley Chemicals,2038,hydrogen,0.6888
Fawley Chemicals,2040,biomass,0.0814
Fawley Chemicals,2040,gas,0.0044
Fawley Chemicals,2040,hydrogen,0.6888
Fawley Chemicals,2042,biomass,0.0814
Fawley Chemicals,2042,gas,0.0022
Fawley Chemicals,2042,hydrogen,0.6888
Fawley Chemicals,2044,biomass,0.0814
Fawley Chemicals,2044,hydrogen,0.6888
Fawley Chemicals,2046,biomass,0.0791
Fawley Chemicals,2046,hydrogen,0.6888
Fawley Chemicals,2048,biomass,0.0791
Fawley Chemicals,2048,hydrogen,0.6865
Fawley Chemicals,2050,biomass,0.0791
Fawley Chemicals,2050,hydrogen,0.6843
Fawley Refinery,2026,gas,11.029
Fawley Refinery,2028,electricity,0.3478
Fawley Refinery,2028,gas,9.9261
Fawley Refinery,2030,electricity,0.6955
Fawley Refinery,2030,gas,8.8232
Fawley Refinery,2032,electricity,1.0201
Fawley Refinery,2032,gas,7.7203
Fawley Refinery,2034,electricity,1.3447
Fawley Refinery,2034,gas,6.6174
Fawley Refinery,2036,electricity,1.6692
Fawley Refinery,2036,gas,5.5145
Fawley Refinery,2038,electricity,2.6538
Fawley Refinery,2038,gas,4.4116
Fawley Refinery,2040,electricity,3.6383
Fawley Refinery,2040,gas,3.3087
Fawley Refinery,2042,electricity,4.6228
Fawley Refinery,2042,gas,2.2058
Fawley Refinery,2044,electricity,6.6208
Fawley Refinery,2046,electricity,7.2575
Fawley Refinery,2048,electricity,7.8943
Fawley Refinery,2050,electricity,7.8844
Fife Ethylene Plant,2026,gas,12.1713
Fife Ethylene Plant,2028,electricity,0.3838
Fife Ethylene Plant,2028,gas,10.9542
Fife Ethylene Plant,2030,electricity,0.7675
Fife Ethylene Plant,2030,gas,9.7371
Fife Ethylene Plant,2032,electricity,1.1257
Fife Ethylene Plant,2032,gas,8.5199
Fife Ethylene Plant,2034,electricity,1.4839
Fife Ethylene Plant,2034,gas,7.3028
Fife Ethylene Plant,2036,electricity,1.8421
Fife Ethylene Plant,2036,gas,6.0857
Fife Ethylene Plant,2038,electricity,2.9286
Fife Ethylene Plant,2038,gas,4.8685
Fife Ethylene Plant,2040,electricity,4.0151
Fife Ethylene Plant,2040,gas,3.6514
Fife Ethylene Plant,2042,electricity,5.1016
Fife Ethylene Plant,2042,gas,2.4343
Fife Ethylene Plant,2044,electricity,7.3065
Fife Ethylene Plant,2046,electricity,8.0092
Fife Ethylene Plant,2048,electricity,8.7119
Fife Ethylene Plant,2050,electricity,8.701
Gateshead,2026,gas,0.4512
Glasgow Recycling & Renewable Energy Centre,2026,gas,0.5375
Glasgow Recycling & Renewable Energy Centre,2028,gas,0.5375
Glasgow Recycling & Renewable Energy Centre,2030,gas,0.5375
Glasgow Recycling & Renewable Energy Centre,2032,gas,0.5339
Glasgow Recycling & Renewable Energy Centre,2034,gas,0.5303
Glasgow Recycling & Renewable Energy Centre,2036,gas,0.5267
Glasgow Recycling & Renewable Energy Centre,2038,gas,0.5252
Glasgow Recycling & Renewable Energy Centre,2040,biomass,0.0555
Glasgow Recycling & Renewable Energy Centre,2040,gas,0.4714
Glasgow Recycling & Renewable Energy Centre,2042,biomass,0.111
Glasgow Recycling & Renewable Energy Centre,2042,gas,0.4177
Glasgow Recycling & Renewable Energy Centre,2044,biomass,0.5485
Glasgow Recycling & Renewable Energy Centre,2044,gas,0.0046
Glasgow Recycling & Renewable Energy Centre,2046,biomass,0.5485
Glasgow Recycling & Renewable Energy Centre,2046,gas,0.0031
Glasgow Recycling & Renewable Energy Centre,2048,biomass,0.5485
Glasgow Recycling & Renewable Energy Centre,2048,gas,0.0015
Glasgow Recycling & Renewable Energy Centre,2050,biomass,0.5485
Grangemouth Chemicals,2026,biomass,0.0222
Grangemouth Chemicals,2026,gas,7.297
Grangemouth Chemicals,2028,biomass,0.7779
Grangemouth Chemicals,2028,gas,6.5862
Grangemouth Chemicals,2030,biomass,0.9041
Grangemouth Chemicals,2030,gas,5.8544
Grangemouth Chemicals,2030,hydrogen,0.6351
Grangemouth Chemicals,2032,biomass,1.6302
Grangemouth Chemicals,2032,gas,5.1226
Grangemouth Chemicals,2032,hydrogen,0.6351
Grangemouth Chemicals,2034,biomass,1.6302
Grangemouth Chemicals,2034,gas,5.1599
Grangemouth Chemicals,2034,hydrogen,0.6351
Grangemouth Chemicals,2036,biomass,2.3563
Grangemouth Chemicals,2036,gas,4.4281
Grangemouth Chemicals,2036,hydrogen,0.6351
Grangemouth Chemicals,2038,biomass,2.3563
Grangemouth Chemicals,2038,electricity,0.2742
Grangemouth Chemicals,2038,gas,3.8789
Grangemouth Chemicals,2038,hydrogen,0.6351
Grangemouth Chemicals,2040,biomass,2.3563
Grangemouth Chemicals,2040,electricity,0.2742
Grangemouth Chemicals,2040,gas,3.858
Grangemouth Chemicals,2040,hydrogen,0.6351
Grangemouth Chemicals,2042,biomass,2.3563
Grangemouth Chemicals,2042,electricity,0.2742
Grangemouth Chemicals,2042,gas,3.837
Grangemouth Chemicals,2042,hydrogen,0.6351
Grangemouth Chemicals,2044,biomass,2.3563
Grangemouth Chemicals,2044,electricity,0.2742
Grangemouth Chemicals,2044,gas,3.8161
Grangemouth Chemicals,2044,hydrogen,0.6351
Grangemouth Chemicals,2046,biomass,2.3341
Grangemouth Chemicals,2046,electricity,0.2742
Grangemouth Chemicals,2046,gas,3.8161
Grangemouth Chemicals,2046,hydrogen,0.6351
Grangemouth Chemicals,2048,biomass,2.3341
Grangemouth Chemicals,2048,electricity,0.2742
Grangemouth Chemicals,2048,gas,3.8161
Grangemouth Chemicals,2048,hydrogen,0.6135
Grangemouth Chemicals,2050,biomass,2.3341
Grangemouth Chemicals,2050,electricity,0.2742
Grangemouth Chemicals,2050,gas,3.8161
Grangemouth Chemicals,2050,hydrogen,0.5918
Great Ryburgh Maltings,2026,gas,0.1991
Great Ryburgh Maltings,2028,gas,0.1991
Great Ryburgh Maltings,2030,gas,0.1991
Great Ryburgh Maltings,2032,gas,0.1978
Great Ryburgh Maltings,2034,gas,0.1965
Great Ryburgh Maltings,2036,gas,0.1952
Great Ryburgh Maltings,2038,gas,0.1946
Great Ryburgh Maltings,2040,gas,0.194
Great Ryburgh Maltings,2042,biomass,0.0206
Great Ryburgh Maltings,2042,gas,0.1741
Great Ryburgh Maltings,2044,biomass,0.0206
Great Ryburgh Maltings,2044,electricity,0.0061
Great Ryburgh Maltings,2044,gas,0.1542
Great Ryburgh Maltings,2046,biomass,0.0206
Great Ryburgh Maltings,2046,electricity,0.0122
Great Ryburgh Maltings,2046,gas,0.1342
Great Ryburgh Maltings,2048,biomass,0.0206
Great Ryburgh Maltings,2048,electricity,0.03
Great Ryburgh Maltings,2048,gas,0.1143
Great Ryburgh Maltings,2050,biomass,0.0206
Great Ryburgh Maltings,2050,electricity,0.03
Great Ryburgh Maltings,2050,gas,0.1138
Greatham,2026,gas,0.2611
Greatham,2028,gas,0.2611
Greatham,2030,gas,0.2611
Greatham,2032,gas,0.2593
Greatham,2034,gas,0.2576
Greatham,2036,gas,0.2559
Greatham,2038,gas,0.2551
Greatham,2040,gas,0.2544
Greatham,2042,biomass,0.027
Greatham,2042,gas,0.2283
Greatham,2044,biomass,0.0539
Greatham,2044,gas,0.2022
Greatham,2046,biomass,0.0539
Greatham,2046,electricity,0.008
Greatham,2046,gas,0.176
Greatham,2048,biomass,0.0539
Greatham,2048,electricity,0.0313
Greatham,2048,gas,0.1499
Greatham,2050,biomass,0.0539
Greatham,2050,electricity,0.0783
Greatmoor EfW,2026,gas,0.9336
Greatmoor EfW,2028,gas,0.9336
Greatmoor EfW,2030,gas,0.9336
Greatmoor EfW,2032,gas,0.9274
Greatmoor EfW,2034,gas,0.9212
Greatmoor EfW,2036,gas,0.9149
Greatmoor EfW,2038,gas,0.8216
Greatmoor EfW,2038,hydrogen,0.094
Greatmoor EfW,2040,biomass,0.0964
Greatmoor EfW,2040,gas,0.7282
Greatmoor EfW,2040,hydrogen,0.094
Greatmoor EfW,2042,biomass,0.1928
Greatmoor EfW,2042,gas,0.6348
Greatmoor EfW,2042,hydrogen,0.094
Greatmoor EfW,2044,biomass,0.1928
Greatmoor EfW,2044,electricity,0.4785
Greatmoor EfW,2044,gas,0.008
Greatmoor EfW,2044,hydrogen,0.094
Greatmoor EfW,2046,biomass,0.1928
Greatmoor EfW,2046,electricity,0.4785
Greatmoor EfW,2046,gas,0.0053
Greatmoor EfW,2046,hydrogen,0.094
Greatmoor EfW,2048,biomass,0.1928
Greatmoor EfW,2048,electricity,0.4785
Greatmoor EfW,2048,gas,0.0027
Greatmoor EfW,2048,hydrogen,0.094
Greatmoor EfW,2050,biomass,0.1928
Greatmoor EfW,2050,electricity,0.4785
Greatmoor EfW,2050,hydrogen,0.094
Greenock,2026,gas,0.2061
Greenock,2028,gas,0.2061
Greenock,2030,gas,0.2061
Greenock,2032,gas,0.2048
Greenock,2034,gas,0.2034
Greenock,2036,gas,0.202
Greenock,2038,gas,0.2014
Greenock,2040,gas,0.2008
Greenock,2042,electricity,0.0063
Greenock,2042,gas,0.1802
Greenock,2044,electricity,0.0063
Greenock,2044,gas,0.1596
Greenock,2044,hydrogen,0.0208
Greenock,2046,electricity,0.0126
Greenock,2046,gas,0.139
Greenock,2046,hydrogen,0.0208
Greenock,2048,electricity,0.031
Greenock,2048,gas,0.1184
Greenock,2048,hydrogen,0.0208
Greenock,2050,electricity,0.0373
Greenock,2050,gas,0.0978
Greenock,2050,hydrogen,0.0208
Grimsby,2026,gas,0.9053
Grimsby,2028,gas,0.9053
Grimsby,2030,gas,0.9053
Grimsby,2032,gas,0.8993
Grimsby,2034,gas,0.8932
Grimsby,2036,gas,0.8872
Grimsby,2038,gas,0.7967
Grimsby,2038,hydrogen,0.0911
Grimsby,2040,gas,0.7061
Grimsby,2040,hydrogen,0.1822
Grimsby,2042,biomass,0.0935
Grimsby,2042,gas,0.6156
Grimsby,2042,hydrogen,0.1822
Grimsby,2044,biomass,0.7369
Grimsby,2044,gas,0.0078
Grimsby,2044,hydrogen,0.1822
Grimsby,2046,biomass,0.7369
Grimsby,2046,gas,0.0052
Grimsby,2046,hydrogen,0.1822
Grimsby,2048,biomass,0.7369
Grimsby,2048,gas,0.0026
Grimsby,2048,hydrogen,0.1822
Grimsby,2050,biomass,0.7369
Grimsby,2050,hydrogen,0.1822
Guardian Industries UK Limited,2026,biomass,0.0057
Guardian Industries UK Limited,2026,gas,1.8869
Guardian Industries UK Limited,2028,biomass,0.2012
Guardian Industries UK Limited,2028,gas,1.7031
Guardian Industries UK Limited,2030,biomass,0.2012
Guardian Industries UK Limited,2030,gas,1.7148
Guardian Industries UK Limited,2030,hydrogen,0.0112
Guardian Industries UK Limited,2032,biomass,0.2012
Guardian Industries UK Limited,2032,gas,1.7244
Guardian Industries UK Limited,2032,hydrogen,0.0112
Guardian Industries UK Limited,2034,biomass,0.2012
Guardian Industries UK Limited,2034,gas,1.7341
Guardian Industries UK Limited,2034,hydrogen,0.0112
Guardian Industries UK Limited,2036,biomass,0.2012
Guardian Industries UK Limited,2036,electricity,0.0557
Guardian Industries UK Limited,2036,gas,1.5449
Guardian Industries UK Limited,2036,hydrogen,0.0112
Guardian Industries UK Limited,2038,biomass,0.2012
Guardian Industries UK Limited,2038,electricity,0.1137
Guardian Industries UK Limited,2038,gas,1.3556
Guardian Industries UK Limited,2038,hydrogen,0.0112
Guardian Industries UK Limited,2040,biomass,0.2012
Guardian Industries UK Limited,2040,electricity,0.3472
Guardian Industries UK Limited,2040,gas,0.6095
Guardian Industries UK Limited,2040,hydrogen,0.0112
Guardian Industries UK Limited,2042,biomass,0.2012
Guardian Industries UK Limited,2042,electricity,0.3472
Guardian Industries UK Limited,2042,gas,0.6041
Guardian Industries UK Limited,2042,hydrogen,0.0112
Guardian Industries UK Limited,2044,biomass,0.2012
Guardian Industries UK Limited,2044,electricity,0.3472
Guardian Industries UK Limited,2044,gas,0.5987
Guardian Industries UK Limited,2044,hydrogen,0.0112
Guardian Industries UK Limited,2046,biomass,0.1954
Guardian Industries UK Limited,2046,electricity,0.3472
Guardian Industries UK Limited,2046,gas,0.5987
Guardian Industries UK Limited,2046,hydrogen,0.0112
Guardian Industries UK Limited,2048,biomass,0.1954
Guardian Industries UK Limited,2048,electricity,0.3472
Guardian Industries UK Limited,2048,gas,0.5987
