site,year,fuel,PJ
Davidstow Creamery,2032,gas,0.3292
Davidstow Creamery,2033,gas,0.3281
Davidstow Creamery,2034,gas,0.327
Davidstow Creamery,2035,gas,0.3259
Davidstow Creamery,2036,gas,0.3248
"Deeside Industrial Estate, Deeside",2026,gas,0.6452
"Deeside Industrial Estate, Deeside",2027,gas,0.6452
"Deeside Industrial Estate, Deeside",2028,gas,0.6452
"Deeside Industrial Estate, Deeside",2029,gas,0.6452
"Deeside Industrial Estate, Deeside",2030,gas,0.6452
"Deeside Industrial Estate, Deeside",2031,gas,0.6431
"Deeside Industrial Estate, Deeside",2032,gas,0.6409
"Deeside Industrial Estate, Deeside",2033,gas,0.6388
"Deeside Industrial Estate, Deeside",2034,gas,0.6366
"Deeside Industrial Estate, Deeside",2035,gas,0.6345
"Deeside Industrial Estate, Deeside",2036,gas,0.6323
Desford,2026,biomass,0.0001
Desford,2026,gas,0.7179
Desford,2027,biomass,0.0001
Desford,2027,gas,0.7179
Desford,2028,biomass,0.0001
Desford,2028,gas,0.7179
Desford,2029,biomass,0.0001
Desford,2029,gas,0.7179
Desford,2030,biomass,0.0001
Desford,2030,gas,0.7179
Desford,2031,biomass,0.0001
Desford,2031,gas,0.7155
Desford,2032,biomass,0.0001
Desford,2032,gas,0.7131
Desford,2033,biomass,0.0001
Desford,2033,gas,0.7107
Desford,2034,biomass,0.0001
Desford,2034,gas,0.7083
Desford,2035,biomass,0.0001
Desford,2035,gas,0.7059
Desford,2036,biomass,0.0001
Desford,2036,gas,0.7035
Doncaster,2026,gas,0.2525
Doncaster,2027,gas,0.2525
Doncaster,2028,gas,0.2525
Doncaster,2029,gas,0.2525
Doncaster,2030,gas,0.2525
Doncaster,2031,gas,0.2517
Doncaster,2032,gas,0.2508
Doncaster,2033,gas,0.25
Doncaster,2034,gas,0.2492
Doncaster,2035,gas,0.2483
Doncaster,2036,gas,0.2475
Dorket Head Brickworks,2026,gas,0.52
Dorket Head Brickworks,2027,gas,0.52
Dorket Head Brickworks,2028,gas,0.52
Dorket Head Brickworks,2029,gas,0.52
Dorket Head Brickworks,2030,gas,0.52
Dorket Head Brickworks,2031,gas,0.5183
Dorket Head Brickworks,2032,gas,0.5166
Dorket Head Brickworks,2033,gas,0.5148
Dorket Head Brickworks,2034,gas,0.5131
Dorket Head Brickworks,2035,gas,0.5114
Dorket Head Brickworks,2036,gas,0.5096
Dow Silicone Manufacturing Installation,2026,gas,2.5632
Dow Silicone Manufacturing Installation,2027,gas,2.5632
Dow Silicone Manufacturing Installation,2028,gas,2.5632
Dow Silicone Manufacturing Installation,2029,gas,2.5632
Dow Silicone Manufacturing Installation,2030,gas,2.5632
Dow Silicone Manufacturing Installation,2031,gas,2.5547
Dow Silicone Manufacturing Installation,2032,gas,2.5461
Dow Silicone Manufacturing Installation,2033,gas,2.5376
Dow Silicone Manufacturing Installation,2034,gas,2.529
Dow Silicone Manufacturing Installation,2035,gas,2.5205
Dow Silicone Manufacturing Installation,2036,gas,2.5119
Dudley,2026,gas,0.2581
Dudley,2027,gas,0.2581
Dudley,2028,gas,0.2581
Dudley,2029,gas,0.2581
Dudley,2030,gas,0.2581
Dudley,2031,gas,0.2572
Dudley,2032,gas,0.2564
Dudley,2033,gas,0.2555
Dudley,2034,gas,0.2546
Dudley,2035,gas,0.2538
Dudley,2036,gas,0.2529
Dumfries,2026,gas,0.3299
Dumfries,2027,gas,0.3299
Dumfries,2028,gas,0.3299
Dumfries,2029,gas,0.3299
Dumfries,2030,gas,0.3299
Dumfries,2031,gas,0.3288
Dumfries,2032,gas,0.3277
Dumfries,2033,gas,0.3266
Dumfries,2034,gas,0.3255
Dumfries,2035,gas,0.3244
Dumfries,2036,gas,0.3233
Dunbar Plant,2026,gas,1.9169
Dunbar Plant,2027,gas,1.9684
Dunbar Plant,2028,gas,2.0388
Dunbar Plant,2029,gas,2.1191
Dunbar Plant,2030,gas,2.2074
Dunbar Plant,2031,gas,2.2152
Dunbar Plant,2032,gas,2.2231
Dunbar Plant,2033,gas,2.2309
Dunbar Plant,2034,gas,2.2523
Dunbar Plant,2035,gas,2.2545
Dunbar Plant,2036,gas,2.2545
Duns,2026,gas,0.3611
Duns,2027,gas,0.3611
Duns,2028,gas,0.3611
Duns,2029,gas,0.3611
Duns,2030,gas,0.3611
Duns,2031,gas,0.3599
Duns,2032,gas,0.3587
Duns,2033,gas,0.3575
Duns,2034,gas,0.3563
Duns,2035,gas,0.3551
Duns,2036,gas,0.3539
ETEX Building Performance Limited – Portbury Site,2026,gas,1.3134
ETEX Building Performance Limited – Portbury Site,2027,gas,1.3134
ETEX Building Performance Limited – Portbury Site,2028,gas,1.3134
ETEX Building Performance Limited – Portbury Site,2029,gas,1.3134
ETEX Building Performance Limited – Portbury Site,2030,gas,1.3134
ETEX Building Performance Limited – Portbury Site,2031,gas,1.309
ETEX Building Performance Limited – Portbury Site,2032,gas,1.3046
ETEX Building Performance Limited – Portbury Site,2033,gas,1.3002
ETEX Building Performance Limited – Portbury Site,2034,gas,1.2958
ETEX Building Performance Limited – Portbury Site,2035,gas,1.2915
ETEX Building Performance Limited – Portbury Site,2036,gas,1.2871
East Leake Gypsum Works,2026,gas,1.3006
East Leake Gypsum Works,2027,gas,1.3006
East Leake Gypsum Works,2028,gas,1.3006
East Leake Gypsum Works,2029,gas,1.3006
East Leake Gypsum Works,2030,gas,1.3006
East Leake Gypsum Works,2031,gas,1.2963
East Leake Gypsum Works,2032,gas,1.2919
East Leake Gypsum Works,2033,gas,1.2876
East Leake Gypsum Works,2034,gas,1.2832
East Leake Gypsum Works,2035,gas,1.2789
East Leake Gypsum Works,2036,gas,1.2746
Eastcroft,2026,gas,0.6258
Eastcroft,2027,gas,0.6258
Eastcroft,2028,gas,0.6258
Eastcroft,2029,gas,0.6258
Eastcroft,2030,gas,0.6258
Eastcroft,2031,gas,0.6237
Eastcroft,2032,gas,0.6216
Eastcroft,2033,gas,0.6196
Eastcroft,2034,gas,0.6175
Eastcroft,2035,gas,0.6154
Eastcroft,2036,gas,0.6133
Eastham Refinery Limited,2026,gas,0.6752
Eastham Refinery Limited,2027,gas,0.6752
Eastham Refinery Limited,2028,gas,0.6752
Eastham Refinery Limited,2029,gas,0.6752
Eastham Refinery Limited,2030,gas,0.6752
Eastham Refinery Limited,2031,gas,0.673
Eastham Refinery Limited,2032,gas,0.6707
Eastham Refinery Limited,2033,gas,0.6685
Eastham Refinery Limited,2034,gas,0.6662
Eastham Refinery Limited,2035,gas,0.664
Eastham Refinery Limited,2036,gas,0.6617
Edmonton,2026,gas,1.6344
Edmonton,2027,gas,1.6344
Edmonton,2028,gas,1.6344
Edmonton,2029,gas,1.6344
Edmonton,2030,gas,1.6344
Edmonton,2031,gas,1.6289
Edmonton,2032,gas,1.6235
Edmonton,2033,gas,1.618
Edmonton,2034,gas,1.6126
Edmonton,2035,gas,1.6071
Edmonton,2036,gas,1.6017
Elanco AH UK Speke,2026,gas,0.8111
Elanco AH UK Speke,2027,gas,0.8111
Elanco AH UK Speke,2028,gas,0.8111
Elanco AH UK Speke,2029,gas,0.8111
Elanco AH UK Speke,2030,gas,0.8111
Elanco AH UK Speke,2031,gas,0.8084
Elanco AH UK Speke,2032,gas,0.8057
Elanco AH UK Speke,2033,gas,0.803
Elanco AH UK Speke,2034,gas,0.8003
Elanco AH UK Speke,2035,gas,0.7976
Elanco AH UK Speke,2036,gas,0.7949
Encirc Glass,2026,gas,3.8076
Encirc Glass,2027,gas,3.8076
Encirc Glass,2028,gas,3.8076
Encirc Glass,2029,gas,3.8076
Encirc Glass,2030,gas,3.8076
Encirc Glass,2031,gas,3.7949
Encirc Glass,2032,gas,3.7822
Encirc Glass,2033,gas,3.7696
Encirc Glass,2034,gas,3.7569
Encirc Glass,2035,gas,3.7442
Encirc Glass,2036,gas,3.7315
Encirc Limited,2026,gas,1.6064
Encirc Limited,2027,gas,1.6064
Encirc Limited,2028,gas,1.6064
Encirc Limited,2029,gas,1.6064
Encirc Limited,2030,gas,1.6064
Encirc Limited,2031,gas,1.601
Encirc Limited,2032,gas,1.5957
Encirc Limited,2033,gas,1.5903
Encirc Limited,2034,gas,1.585
Encirc Limited,2035,gas,1.5796
Encirc Limited,2036,gas,1.5743
Essity UK Limited - Prudhoe Mill,2026,gas,0.8458
Essity UK Limited - Prudhoe Mill,2027,gas,0.8458
Essity UK Limited - Prudhoe Mill,2028,gas,0.8458
Essity UK Limited - Prudhoe Mill,2029,gas,0.8458
Essity UK Limited - Prudhoe Mill,2030,gas,0.8458
Essity UK Limited - Prudhoe Mill,2031,gas,0.843
Essity UK Limited - Prudhoe Mill,2032,gas,0.8402
Essity UK Limited - Prudhoe Mill,2033,gas,0.8374
Essity UK Limited - Prudhoe Mill,2034,gas,0.8345
Essity UK Limited - Prudhoe Mill,2035,gas,0.8317
Essity UK Limited - Prudhoe Mill,2036,gas,0.8289
Esso Petroleum Company Limited,2026,gas,49.1586
Esso Petroleum Company Limited,2027,gas,49.1586
Esso Petroleum Company Limited,2028,gas,49.1586
Esso Petroleum Company Limited,2029,gas,49.1586
Esso Petroleum Company Limited,2030,gas,49.1586
Esso Petroleum Company Limited,2031,gas,48.9947
Esso Petroleum Company Limited,2032,gas,48.8308
Esso Petroleum Company Limited,2033,gas,48.667
Esso Petroleum Company Limited,2034,gas,48.5031
Esso Petroleum Company Limited,2035,gas,48.3393
Esso Petroleum Company Limited,2036,gas,48.1754
Exeter EfW,2026,gas,0.2119
Exeter EfW,2027,gas,0.2119
Exeter EfW,2028,gas,0.2119
Exeter EfW,2029,gas,0.2119
Exeter EfW,2030,gas,0.2119
Exeter EfW,2031,gas,0.2112
Exeter EfW,2032,gas,0.2105
Exeter EfW,2033,gas,0.2098
Exeter EfW,2034,gas,0.2091
Exeter EfW,2035,gas,0.2084
Exeter EfW,2036,gas,0.2077
Fawley Chemicals,2026,biomass,0.0
Fawley Chemicals,2026,gas,0.7654
Fawley Chemicals,2027,biomass,0.0
Fawley Chemicals,2027,gas,0.7654
Fawley Chemicals,2028,biomass,0.0
Fawley Chemicals,2028,gas,0.7654
Fawley Chemicals,2029,biomass,0.0
Fawley Chemicals,2029,gas,0.7654
Fawley Chemicals,2030,biomass,0.0
Fawley Chemicals,2030,gas,0.7654
Fawley Chemicals,2031,biomass,0.0
Fawley Chemicals,2031,gas,0.7629
Fawley Chemicals,2032,biomass,0.0
Fawley Chemicals,2032,gas,0.7603
Fawley Chemicals,2033,biomass,0.0
Fawley Chemicals,2033,gas,0.7578
Fawley Chemicals,2034,biomass,0.0
Fawley Chemicals,2034,gas,0.7552
Fawley Chemicals,2035,biomass,0.0
Fawley Chemicals,2035,gas,0.7527
Fawley Chemicals,2036,biomass,0.0
Fawley Chemicals,2036,gas,0.7501
Fawley Refinery,2026,gas,11.029
Fawley Refinery,2027,gas,11.029
Fawley Refinery,2028,gas,11.029
Fawley Refinery,2029,gas,11.029
Fawley Refinery,2030,gas,11.029
Fawley Refinery,2031,gas,10.9922
Fawley Refinery,2032,gas,10.9554
Fawley Refinery,2033,gas,10.9187
Fawley Refinery,2034,gas,10.8819
Fawley Refinery,2035,gas,10.8451
Fawley Refinery,2036,gas,10.8084
Fife Ethylene Plant,2026,gas,12.1713
Fife Ethylene Plant,2027,gas,12.1713
Fife Ethylene Plant,2028,gas,12.1713
Fife Ethylene Plant,2029,gas,12.1713
Fife Ethylene Plant,2030,gas,12.1713
Fife Ethylene Plant,2031,gas,12.1307
Fife Ethylene Plant,2032,gas,12.0901
Fife Ethylene Plant,2033,gas,12.0495
Fife Ethylene Plant,2034,gas,12.009
Fife Ethylene Plant,2035,gas,11.9684
Fife Ethylene Plant,2036,gas,11.9278
Gateshead,2026,gas,0.4512
Glasgow Recycling & Renewable Energy Centre,2026,gas,0.5375
Glasgow Recycling & Renewable Energy Centre,2027,gas,0.5375
Glasgow Recycling & Renewable Energy Centre,2028,gas,0.5375
Glasgow Recycling & Renewable Energy Centre,2029,gas,0.5375
Glasgow Recycling & Renewable Energy Centre,2030,gas,0.5375
Glasgow Recycling & Renewable Energy Centre,2031,gas,0.5357
Glasgow Recycling & Renewable Energy Centre,2032,gas,0.5339
Glasgow Recycling & Renewable Energy Centre,2033,gas,0.5321
Glasgow Recycling & Renewable Energy Centre,2034,gas,0.5303
Glasgow Recycling & Renewable Energy Centre,2035,gas,0.5285
Glasgow Recycling & Renewable Energy Centre,2036,gas,0.5267
Grangemouth Chemicals,2026,gas,7.3179
Grangemouth Chemicals,2027,gas,7.3179
Grangemouth Chemicals,2028,gas,7.3179
Grangemouth Chemicals,2029,gas,7.3179
Grangemouth Chemicals,2030,gas,7.3179
Grangemouth Chemicals,2031,gas,7.2935
Grangemouth Chemicals,2032,gas,7.2691
Grangemouth Chemicals,2033,gas,7.2447
Grangemouth Chemicals,2034,gas,7.2203
Grangemouth Chemicals,2035,gas,7.1959
Grangemouth Chemicals,2036,gas,7.1715
Great Ryburgh Maltings,2026,gas,0.1991
Great Ryburgh Maltings,2027,gas,0.1991
Great Ryburgh Maltings,2028,gas,0.1991
Great Ryburgh Maltings,2029,gas,0.1991
Great Ryburgh Maltings,2030,gas,0.1991
Great Ryburgh Maltings,2031,gas,0.1985
Great Ryburgh Maltings,2032,gas,0.1978
Great Ryburgh Maltings,2033,gas,0.1971
Great Ryburgh Maltings,2034,gas,0.1965
Great Ryburgh Maltings,2035,gas,0.1958
Great Ryburgh Maltings,2036,gas,0.1952
Greatham,2026,gas,0.2611
Greatham,2027,gas,0.2611
Greatham,2028,gas,0.2611
Greatham,2029,gas,0.2611
Greatham,2030,gas,0.2611
Greatham,2031,gas,0.2602
Greatham,2032,gas,0.2593
Greatham,2033,gas,0.2585
Greatham,2034,gas,0.2576
Greatham,2035,gas,0.2567
Greatham,2036,gas,0.2559
Greatmoor EfW,2026,gas,0.9336
Greatmoor EfW,2027,gas,0.9336
Greatmoor EfW,2028,gas,0.9336
Greatmoor EfW,2029,gas,0.9336
Greatmoor EfW,2030,gas,0.9336
Greatmoor EfW,2031,gas,0.9305
Greatmoor EfW,2032,gas,0.9274
Greatmoor EfW,2033,gas,0.9243
Greatmoor EfW,2034,gas,0.9212
Greatmoor EfW,2035,gas,0.9181
Greatmoor EfW,2036,gas,0.9149
Greenock,2026,gas,0.2061
Greenock,2027,gas,0.2061
Greenock,2028,gas,0.2061
Greenock,2029,gas,0.2061
Greenock,2030,gas,0.2061
Greenock,2031,gas,0.2054
Greenock,2032,gas,0.2048
Greenock,2033,gas,0.2041
Greenock,2034,gas,0.2034
Greenock,2035,gas,0.2027
Greenock,2036,gas,0.202
Grimsby,2026,gas,0.9053
Grimsby,2027,gas,0.9053
Grimsby,2028,gas,0.9053
Grimsby,2029,gas,0.9053
Grimsby,2030,gas,0.9053
Grimsby,2031,gas,0.9023
Grimsby,2032,gas,0.8993
Grimsby,2033,gas,0.8963
Grimsby,2034,gas,0.8932
Grimsby,2035,gas,0.8902
Grimsby,2036,gas,0.8872
Guardian Industries UK Limited,2026,biomass,0.0
Guardian Industries UK Limited,2026,gas,1.8923
Guardian Industries UK Limited,2027,biomass,0.0
Guardian Industries UK Limited,2027,gas,1.8923
Guardian Industries UK Limited,2028,biomass,0.0
Guardian Industries UK Limited,2028,gas,1.8923
Guardian Industries UK Limited,2029,biomass,0.0
Guardian Industries UK Limited,2029,gas,1.8923
Guardian Industries UK Limited,2030,biomass,0.0
Guardian Industries UK Limited,2030,gas,1.8923
Guardian Industries UK Limited,2031,biomass,0.0
Guardian Industries UK Limited,2031,gas,1.886
Guardian Industries UK Limited,2032,biomass,0.0
Guardian Industries UK Limited,2032,gas,1.8797
Guardian Industries UK Limited,2033,biomass,0.0
Guardian Industries UK Limited,2033,gas,1.8734
Guardian Industries UK Limited,2034,biomass,0.0
Guardian Industries UK Limited,2034,gas,1.8671
Guardian Industries UK Limited,2035,biomass,0.0
Guardian Industries UK Limited,2035,gas,1.8608
Guardian Industries UK Limited,2036,biomass,0.0
Guardian Industries UK Limited,2036,gas,1.8545
Halewood,2026,gas,0.3664
Halewood,2027,gas,0.3664
Halewood,2028,gas,0.3664
Halewood,2029,gas,0.3664
Halewood,2030,gas,0.3664
Halewood,2031,gas,0.3652
Halewood,2032,gas,0.364
Halewood,2033,gas,0.3627
Halewood,2034,gas,0.3615
Halewood,2035,gas,0.3603
Halewood,2036,gas,0.3591
Harlesden,2026,gas,0.2667
Harlesden,2027,gas,0.2667
Harlesden,2028,gas,0.2667
Harlesden,2029,gas,0.2667
Harlesden,2030,gas,0.2667
Harlesden,2031,gas,0.2658
Harlesden,2032,gas,0.265
Harlesden,2033,gas,0.2641
Harlesden,2034,gas,0.2632
Harlesden,2035,gas,0.2623
Harlesden,2036,gas,0.2614
Harlow,2026,gas,0.4424
Harlow,2027,gas,0.4424
Harlow,2028,gas,0.4424
Harlow,2029,gas,0.4424
Harlow,2030,gas,0.4424
Harlow,2031,gas,0.441
Harlow,2032,gas,0.4395
Harlow,2033,gas,0.438
Harlow,2034,gas,0.4365
Harlow,2035,gas,0.4351
Harlow,2036,gas,0.4336
Hartlebury Factory,2026,gas,0.2566
Hartlebury Factory,2027,gas,0.2566
Hartlebury Factory,2028,gas,0.2566
Hartlebury Factory,2029,gas,0.2566
Hartlebury Factory,2030,gas,0.2566
Hartlebury Factory,2031,gas,0.2558
Hartlebury Factory,2032,gas,0.2549
Hartlebury Factory,2033,gas,0.2541
Hartlebury Factory,2034,gas,0.2532
Hartlebury Factory,2035,gas,0.2524
Hartlebury Factory,2036,gas,0.2515
Hindlow Lime,2026,biomass,0.0
Hindlow Lime,2026,gas,3.0642
Hindlow Lime,2027,biomass,0.0
Hindlow Lime,2027,gas,3.0642
Hindlow Lime,2028,biomass,0.0
Hindlow Lime,2028,gas,3.0642
Hindlow Lime,2029,biomass,0.0
Hindlow Lime,2029,gas,3.0642
Hindlow Lime,2030,biomass,0.0
Hindlow Lime,2030,gas,3.0642
Hindlow Lime,2031,biomass,0.0
Hindlow Lime,2031,gas,3.054
Hindlow Lime,2032,biomass,0.0
Hindlow Lime,2032,gas,3.0438
Hindlow Lime,2033,biomass,0.0
Hindlow Lime,2033,gas,3.0336
Hindlow Lime,2034,biomass,0.0
Hindlow Lime,2034,gas,3.0234
Hindlow Lime,2035,biomass,0.0
Hindlow Lime,2035,gas,3.0132
Hindlow Lime,2036,biomass,0.0
Hindlow Lime,2036,gas,3.0029
Hope Cement Works,2026,gas,3.8728
Hope Cement Works,2027,gas,3.9769
Hope Cement Works,2028,gas,4.1032
Hope Cement Works,2029,gas,4.2815
Hope Cement Works,2030,gas,4.4598
Hope Cement Works,2031,gas,4.4756
Hope Cement Works,2032,gas,4.4915
Hope Cement Works,2033,gas,4.5074
Hope Cement Works,2034,gas,4.5232
Hope Cement Works,2035,gas,4.555
Hope Cement Works,2036,gas,4.555
Huddersfield,2026,gas,0.4471
Huddersfield,2027,gas,0.4471
Huddersfield,2028,gas,0.4471
Huddersfield,2029,gas,0.4471
Huddersfield,2030,gas,0.4471
Huddersfield,2031,gas,0.4456
Huddersfield,2032,gas,0.4441
Huddersfield,2033,gas,0.4426
Huddersfield,2034,gas,0.4411
Huddersfield,2035,gas,0.4397
Huddersfield,2036,gas,0.4382
Humber Refinery,2026,gas,41.2656
Humber Refinery,2027,gas,41.2656
Humber Refinery,2028,gas,41.2656
Humber Refinery,2029,gas,41.2656
Humber Refinery,2030,gas,41.2656
Humber Refinery,2031,gas,41.128
Humber Refinery,2032,gas,40.9905
Humber Refinery,2033,gas,40.8529
Humber Refinery,2034,gas,40.7154
Humber Refinery,2035,gas,40.5778
Humber Refinery,2036,gas,40.4403
"Hurdsfield Chp And Energy Centre, Silk Road Business Park",2026,gas,0.7933
"Hurdsfield Chp And Energy Centre, Silk Road Business Park",2027,gas,0.7933
"Hurdsfield Chp And Energy Centre, Silk Road Business Park",2028,gas,0.7933
"Hurdsfield Chp And Energy Centre, Silk Road Business Park",2029,gas,0.7933
"Hurdsfield Chp And Energy Centre, Silk Road Business Park",2030,gas,0.7933
"Hurdsfield Chp And Energy Centre, Silk Road Business Park",2031,gas,0.7907
"Hurdsfield Chp And Energy Centre, Silk Road Business Park",2032,gas,0.788
"Hurdsfield Chp And Energy Centre, Silk Road Business Park",2033,gas,0.7854
"Hurdsfield Chp And Energy Centre, Silk Road Business Park",2034,gas,0.7827
"Hurdsfield Chp And Energy Centre, Silk Road Business Park",2035,gas,0.7801
"Hurdsfield Chp And Energy Centre, Silk Road Business Park",2036,gas,0.7775
Hythe,2026,gas,0.2713
Hythe,2027,gas,0.2713
Hythe,2028,gas,0.2713
Hythe,2029,gas,0.2713
Hythe,2030,gas,0.2713
Hythe,2031,gas,0.2704
Hythe,2032,gas,0.2695
Hythe,2033,gas,0.2686
Hythe,2034,gas,0.2677
Hythe,2035,gas,0.2668
Hythe,2036,gas,0.2659
Hythe (2),2026,gas,1.0356
Hythe (2),2027,gas,1.0356
Hythe (2),2028,gas,1.0356
Hythe (2),2029,gas,1.0356
Hythe (2),2030,gas,1.0356
Hythe (2),2031,gas,1.0322
Hythe (2),2032,gas,1.0287
Hythe (2),2033,gas,1.0253
Hythe (2),2034,gas,1.0218
Hythe (2),2035,gas,1.0184
Hythe (2),2036,gas,1.0149
INOVYN Chlorvinyls Newton Aycliffe,2026,gas,0.7136
INOVYN Chlorvinyls Newton Aycliffe,2027,gas,0.7136
INOVYN Chlorvinyls Newton Aycliffe,2028,gas,0.7136
INOVYN Chlorvinyls Newton Aycliffe,2029,gas,0.7136
INOVYN Chlorvinyls Newton Aycliffe,2030,gas,0.7136
INOVYN Chlorvinyls Newton Aycliffe,2031,gas,0.7112
INOVYN Chlorvinyls Newton Aycliffe,2032,gas,0.7089
INOVYN Chlorvinyls Newton Aycliffe,2033,gas,0.7065
INOVYN Chlorvinyls Newton Aycliffe,2034,gas,0.7041
INOVYN Chlorvinyls Newton Aycliffe,2035,gas,0.7017
INOVYN Chlorvinyls Newton Aycliffe,2036,gas,0.6993
Ibstock Brick Limited - Leicester,2026,biomass,0.0
Ibstock Brick Limited - Leicester,2026,gas,0.8912
Ibstock Brick Limited - Leicester,2027,biomass,0.0
Ibstock Brick Limited - Leicester,2027,gas,0.8912
Ibstock Brick Limited - Leicester,2028,biomass,0.0
Ibstock Brick Limited - Leicester,2028,gas,0.8912
Ibstock Brick Limited - Leicester,2029,biomass,0.0
Ibstock Brick Limited - Leicester,2029,gas,0.8912
Ibstock Brick Limited - Leicester,2030,biomass,0.0
Ibstock Brick Limited - Leicester,2030,gas,0.8912
Ibstock Brick Limited - Leicester,2031,biomass,0.0
Ibstock Brick Limited - Leicester,2031,gas,0.8882
Ibstock Brick Limited - Leicester,2032,biomass,0.0
Ibstock Brick Limited - Leicester,2032,gas,0.8853
Ibstock Brick Limited - Leicester,2033,biomass,0.0
Ibstock Brick Limited - Leicester,2033,gas,0.8823
Ibstock Brick Limited - Leicester,2034,biomass,0.0
Ibstock Brick Limited - Leicester,2034,gas,0.8793
Ibstock Brick Limited - Leicester,2035,biomass,0.0
Ibstock Brick Limited - Leicester,2035,gas,0.8764
Ibstock Brick Limited - Leicester,2036,biomass,0.0
Ibstock Brick Limited - Leicester,2036,gas,0.8734
Ineos Acetyls Hull,2026,biomass,0.0001
Ineos Acetyls Hull,2026,gas,2.1065
Ineos Acetyls Hull,2027,biomass,0.0001
Ineos Acetyls Hull,2027,gas,2.1065
Ineos Acetyls Hull,2028,biomass,0.0001
Ineos Acetyls Hull,2028,gas,2.1065
Ineos Acetyls Hull,2029,biomass,0.0001
Ineos Acetyls Hull,2029,gas,2.1065
Ineos Acetyls Hull,2030,biomass,0.0001
Ineos Acetyls Hull,2030,gas,2.1065
Ineos Acetyls Hull,2031,biomass,0.0001
Ineos Acetyls Hull,2031,gas,2.0995
Ineos Acetyls Hull,2032,biomass,0.0001
Ineos Acetyls Hull,2032,gas,2.0924
Ineos Acetyls Hull,2033,biomass,0.0001
Ineos Acetyls Hull,2033,gas,2.0854
Ineos Acetyls Hull,2034,biomass,0.0001
Ineos Acetyls Hull,2034,gas,2.0784
Ineos Acetyls Hull,2035,biomass,0.0001
Ineos Acetyls Hull,2035,gas,2.0714
Ineos Acetyls Hull,2036,biomass,0.0001
Ineos Acetyls Hull,2036,gas,2.0644
Ipswich,2026,gas,0.995
Ipswich,2027,gas,0.995
Ipswich,2028,gas,0.995
Ipswich,2029,gas,0.995
Ipswich,2030,gas,0.995
Ipswich,2031,gas,0.9917
Ipswich,2032,gas,0.9884
Ipswich,2033,gas,0.9851
Ipswich,2034,gas,0.9817
Ipswich,2035,gas,0.9784
Ipswich,2036,gas,0.9751
Jacobs Bakery,2026,gas,0.5012
Jacobs Bakery,2027,gas,0.5012
Jacobs Bakery,2028,gas,0.5012
Jacobs Bakery,2029,gas,0.5012
Jacobs Bakery,2030,gas,0.5012
Jacobs Bakery,2031,gas,0.4995
Jacobs Bakery,2032,gas,0.4978
Jacobs Bakery,2033,gas,0.4962
Jacobs Bakery,2034,gas,0.4945
Jacobs Bakery,2035,gas,0.4928
Jacobs Bakery,2036,gas,0.4911
Jaguar Land Rover Limited Solihull,2026,biomass,0.0
Jaguar Land Rover Limited Solihull,2026,gas,0.9892
Jaguar Land Rover Limited Solihull,2027,biomass,0.0
Jaguar Land Rover Limited Solihull,2027,gas,0.9892
Jaguar Land Rover Limited Solihull,2028,biomass,0.0
Jaguar Land Rover Limited Solihull,2028,gas,0.9892
Jaguar Land Rover Limited Solihull,2029,biomass,0.0
Jaguar Land Rover Limited Solihull,2029,gas,0.9892
Jaguar Land Rover Limited Solihull,2030,biomass,0.0
Jaguar Land Rover Limited Solihull,2030,gas,0.9892
Jaguar Land Rover Limited Solihull,2031,biomass,0.0
Jaguar Land Rover Limited Solihull,2031,gas,0.9859
Jaguar Land Rover Limited Solihull,2032,biomass,0.0
Jaguar Land Rover Limited Solihull,2032,gas,0.9826
Jaguar Land Rover Limited Solihull,2033,biomass,0.0
Jaguar Land Rover Limited Solihull,2033,gas,0.9793
Jaguar Land Rover Limited Solihull,2034,biomass,0.0
Jaguar Land Rover Limited Solihull,2034,gas,0.976
Jaguar Land Rover Limited Solihull,2035,biomass,0.0
Jaguar Land Rover Limited Solihull,2035,gas,0.9727
Jaguar Land Rover Limited Solihull,2036,biomass,0.0
Jaguar Land Rover Limited Solihull,2036,gas,0.9694
KETTON WORKS,2026,gas,2.1782
KETTON WORKS,2027,gas,2.2368
KETTON WORKS,2028,gas,2.3078
KETTON WORKS,2029,gas,2.4081
KETTON WORKS,2030,gas,2.5084
KETTON WORKS,2031,gas,2.5173
KETTON WORKS,2032,gas,2.5262
KETTON WORKS,2033,gas,2.5351
KETTON WORKS,2034,gas,2.5441
KETTON WORKS,2035,gas,2.5619
KETTON WORKS,2036,gas,2.5619
Kemsley Generating Station,2026,gas,1.9018
Kemsley Generating Station,2027,gas,1.9018
Kemsley Generating Station,2028,gas,1.9018
Kemsley Generating Station,2029,gas,1.9018
Kemsley Generating Station,2030,gas,1.9018
Kemsley Generating Station,2031,gas,1.8954
Kemsley Generating Station,2032,gas,1.8891
Kemsley Generating Station,2033,gas,1.8827
Kemsley Generating Station,2034,gas,1.8764
Kemsley Generating Station,2035,gas,1.8701
Kemsley Generating Station,2036,gas,1.8637
Knauf Drywall Sittingbourne,2026,gas,0.7671
Knauf Drywall Sittingbourne,2027,gas,0.7671
Knauf Drywall Sittingbourne,2028,gas,0.7671
Knauf Drywall Sittingbourne,2029,gas,0.7671
Knauf Drywall Sittingbourne,2030,gas,0.7671
Knauf Drywall Sittingbourne,2031,gas,0.7646
Knauf Drywall Sittingbourne,2032,gas,0.762
Knauf Drywall Sittingbourne,2033,gas,0.7594
