site,year,fuel,PJ
Knauf Drywall Sittingbourne,2034,gas,0.7569
Knauf Drywall Sittingbourne,2035,gas,0.7543
Knauf Drywall Sittingbourne,2036,gas,0.7518
Knauf Immingham,2026,gas,0.7141
Knauf Immingham,2027,gas,0.7141
Knauf Immingham,2028,gas,0.7141
Knauf Immingham,2029,gas,0.7141
Knauf Immingham,2030,gas,0.7141
Knauf Immingham,2031,gas,0.7117
Knauf Immingham,2032,gas,0.7093
Knauf Immingham,2033,gas,0.7069
Knauf Immingham,2034,gas,0.7045
Knauf Immingham,2035,gas,0.7022
Knauf Immingham,2036,gas,0.6998
Knauf Insulation Queensferry,2026,gas,0.6828
Knauf Insulation Queensferry,2027,gas,0.6828
Knauf Insulation Queensferry,2028,gas,0.6828
Knauf Insulation Queensferry,2029,gas,0.6828
Knauf Insulation Queensferry,2030,gas,0.6828
Knauf Insulation Queensferry,2031,gas,0.6805
Knauf Insulation Queensferry,2032,gas,0.6782
Knauf Insulation Queensferry,2033,gas,0.6759
Knauf Insulation Queensferry,2034,gas,0.6737
Knauf Insulation Queensferry,2035,gas,0.6714
Knauf Insulation Queensferry,2036,gas,0.6691
Kronospan Ltd,2026,biomass,0.0001
Kronospan Ltd,2026,gas,2.7229
Kronospan Ltd,2027,biomass,0.0001
Kronospan Ltd,2027,gas,2.7229
Kronospan Ltd,2028,biomass,0.0001
Kronospan Ltd,2028,gas,2.7229
Kronospan Ltd,2029,biomass,0.0001
Kronospan Ltd,2029,gas,2.7229
Kronospan Ltd,2030,biomass,0.0001
Kronospan Ltd,2030,gas,2.7229
Kronospan Ltd,2031,biomass,0.0001
Kronospan Ltd,2031,gas,2.7138
Kronospan Ltd,2032,biomass,0.0001
Kronospan Ltd,2032,gas,2.7047
Kronospan Ltd,2033,biomass,0.0001
Kronospan Ltd,2033,gas,2.6956
Kronospan Ltd,2034,biomass,0.0001
Kronospan Ltd,2034,gas,2.6866
Kronospan Ltd,2035,biomass,0.0001
Kronospan Ltd,2035,gas,2.6775
Kronospan Ltd,2036,biomass,0.0001
Kronospan Ltd,2036,gas,2.6684
Lancaster,2026,gas,0.2267
Lancaster,2027,gas,0.2267
Lancaster,2028,gas,0.2267
Lancaster,2029,gas,0.2267
Lancaster,2030,gas,0.2267
Lancaster,2031,gas,0.2259
Lancaster,2032,gas,0.2252
Lancaster,2033,gas,0.2244
Lancaster,2034,gas,0.2236
Lancaster,2035,gas,0.2229
Lancaster,2036,gas,0.2221
Lancing,2026,gas,0.2167
Lancing,2027,gas,0.2167
Lancing,2028,gas,0.2167
Lancing,2029,gas,0.2167
Lancing,2030,gas,0.2167
Lancing,2031,gas,0.2159
Lancing,2032,gas,0.2152
Lancing,2033,gas,0.2145
Lancing,2034,gas,0.2138
Lancing,2035,gas,0.2131
Lancing,2036,gas,0.2123
Leeds RERF,2026,gas,0.6628
Leeds RERF,2027,gas,0.6628
Leeds RERF,2028,gas,0.6628
Leeds RERF,2029,gas,0.6628
Leeds RERF,2030,gas,0.6628
Leeds RERF,2031,gas,0.6606
Leeds RERF,2032,gas,0.6584
Leeds RERF,2033,gas,0.6562
Leeds RERF,2034,gas,0.6539
Leeds RERF,2035,gas,0.6517
Leeds RERF,2036,gas,0.6495
Leek,2026,gas,0.4004
Leek,2027,gas,0.4004
Leek,2028,gas,0.4004
Leek,2029,gas,0.4004
Leek,2030,gas,0.4004
Leek,2031,gas,0.399
Leek,2032,gas,0.3977
Leek,2033,gas,0.3964
Leek,2034,gas,0.395
Leek,2035,gas,0.3937
Leek,2036,gas,0.3924
Lhoist UK Limited,2026,gas,3.1677
Lhoist UK Limited,2027,gas,3.1677
Lhoist UK Limited,2028,gas,3.1677
Lhoist UK Limited,2029,gas,3.1677
Lhoist UK Limited,2030,gas,3.1677
Lhoist UK Limited,2031,gas,3.1572
Lhoist UK Limited,2032,gas,3.1466
Lhoist UK Limited,2033,gas,3.136
Lhoist UK Limited,2034,gas,3.1255
Lhoist UK Limited,2035,gas,3.1149
Lhoist UK Limited,2036,gas,3.1044
Llanelli,2026,gas,0.3499
Llanelli,2027,gas,0.3499
Llanelli,2028,gas,0.3499
Llanelli,2029,gas,0.3499
Llanelli,2030,gas,0.3499
Llanelli,2031,gas,0.3487
Llanelli,2032,gas,0.3475
Llanelli,2033,gas,0.3464
Llanelli,2034,gas,0.3452
Llanelli,2035,gas,0.344
Llanelli,2036,gas,0.3429
"Llanelli, Carmarthenshire",2026,gas,0.0216
"Llanelli, Carmarthenshire",2027,gas,0.0216
"Llanelli, Carmarthenshire",2028,gas,0.0216
"Llanelli, Carmarthenshire",2029,gas,0.0216
"Llanelli, Carmarthenshire",2030,gas,0.0216
"Llanelli, Carmarthenshire",2031,gas,0.0216
"Llanelli, Carmarthenshire",2032,gas,0.0216
"Llanelli, Carmarthenshire",2033,gas,0.0216
"Llanelli, Carmarthenshire",2034,gas,0.0216
"Llanelli, Carmarthenshire",2035,gas,0.0216
"Llanelli, Carmarthenshire",2036,gas,0.0216
Llanwern Steelworks,2026,gas,0.0564
Llanwern Steelworks,2027,electricity,0.0016
Llanwern Steelworks,2027,gas,0.0542
Llanwern Steelworks,2028,electricity,0.0033
Llanwern Steelworks,2028,gas,0.0519
Llanwern Steelworks,2029,electricity,0.0414
Llanwern Steelworks,2030,electricity,0.0414
Llanwern Steelworks,2031,electricity,0.0414
Llanwern Steelworks,2032,electricity,0.0414
Llanwern Steelworks,2033,electricity,0.0414
Llanwern Steelworks,2034,electricity,0.0414
Llanwern Steelworks,2035,electricity,0.0414
Llanwern Steelworks,2036,electricity,0.0414
Lochaber Smelter,2026,gas,0.9679
Lochaber Smelter,2027,gas,0.9679
Lochaber Smelter,2028,gas,0.9679
Lochaber Smelter,2029,gas,0.9679
Lochaber Smelter,2030,gas,0.9679
Lochaber Smelter,2031,gas,0.9647
Lochaber Smelter,2032,gas,0.9615
Lochaber Smelter,2033,gas,0.9582
Lochaber Smelter,2034,gas,0.955
Lochaber Smelter,2035,gas,0.9518
Lochaber Smelter,2036,gas,0.9486
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2026,gas,0.3936
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2027,gas,0.3936
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2028,gas,0.3936
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2029,gas,0.3936
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2030,gas,0.3936
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2031,gas,0.3923
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2032,gas,0.391
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2033,gas,0.3897
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2034,gas,0.3884
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2035,gas,0.387
Low Moor Chemical Works CLECKHEATON ROAD LOW MOOR WEST YORKSHIRE,2036,gas,0.3857
Manchester,2026,gas,0.2415
Manchester,2027,gas,0.2415
Manchester,2028,gas,0.2415
Manchester,2029,gas,0.2415
Manchester,2030,gas,0.2415
Manchester,2031,gas,0.2407
Manchester,2032,gas,0.2399
Manchester,2033,gas,0.2391
Manchester,2034,gas,0.2383
Manchester,2035,gas,0.2375
Manchester,2036,gas,0.2367
Measham,2026,biomass,0.0
Measham,2026,gas,0.6584
Measham,2027,biomass,0.0
Measham,2027,gas,0.6584
Measham,2028,biomass,0.0
Measham,2028,gas,0.6584
Measham,2029,biomass,0.0
Measham,2029,gas,0.6584
Measham,2030,biomass,0.0
Measham,2030,gas,0.6584
Measham,2031,biomass,0.0
Measham,2031,gas,0.6562
Measham,2032,biomass,0.0
Measham,2032,gas,0.6541
Measham,2033,biomass,0.0
Measham,2033,gas,0.6519
Measham,2034,biomass,0.0
Measham,2034,gas,0.6497
Measham,2035,biomass,0.0
Measham,2035,gas,0.6475
Measham,2036,biomass,0.0
Measham,2036,gas,0.6453
Melton Ross Limeworks,2026,gas,4.2956
Melton Ross Limeworks,2027,gas,4.2956
Melton Ross Limeworks,2028,gas,4.2956
Melton Ross Limeworks,2029,gas,4.2956
Melton Ross Limeworks,2030,gas,4.2956
Melton Ross Limeworks,2031,gas,4.2813
Melton Ross Limeworks,2032,gas,4.267
Melton Ross Limeworks,2033,gas,4.2526
Melton Ross Limeworks,2034,gas,4.2383
Melton Ross Limeworks,2035,gas,4.224
Melton Ross Limeworks,2036,gas,4.2097
Mercia Envirecover Site,2026,gas,0.7136
Mercia Envirecover Site,2027,gas,0.7136
Mercia Envirecover Site,2028,gas,0.7136
Mercia Envirecover Site,2029,gas,0.7136
Mercia Envirecover Site,2030,gas,0.7136
Mercia Envirecover Site,2031,gas,0.7112
Mercia Envirecover Site,2032,gas,0.7089
Mercia Envirecover Site,2033,gas,0.7065
Mercia Envirecover Site,2034,gas,0.7041
Mercia Envirecover Site,2035,gas,0.7017
Mercia Envirecover Site,2036,gas,0.6993
Merevale AD Plant,2026,gas,0.4195
Merevale AD Plant,2027,gas,0.4195
Merevale AD Plant,2028,gas,0.4195
Merevale AD Plant,2029,gas,0.4195
Merevale AD Plant,2030,gas,0.4195
Merevale AD Plant,2031,gas,0.4181
Merevale AD Plant,2032,gas,0.4167
Merevale AD Plant,2033,gas,0.4153
Merevale AD Plant,2034,gas,0.4139
Merevale AD Plant,2035,gas,0.4125
Merevale AD Plant,2036,gas,0.4111
Middlesbrough,2026,gas,0.2496
Middlesbrough,2027,gas,0.2496
Middlesbrough,2028,gas,0.2496
Middlesbrough,2029,gas,0.2496
Middlesbrough,2030,gas,0.2496
Middlesbrough,2031,gas,0.2488
Middlesbrough,2032,gas,0.248
Middlesbrough,2033,gas,0.2471
Middlesbrough,2034,gas,0.2463
Middlesbrough,2035,gas,0.2455
Middlesbrough,2036,gas,0.2446
Mostyn,2026,gas,0.296
Mostyn,2027,gas,0.296
Mostyn,2028,gas,0.296
Mostyn,2029,gas,0.296
Mostyn,2030,gas,0.296
Mostyn,2031,gas,0.2951
Mostyn,2032,gas,0.2941
Mostyn,2033,gas,0.2931
Mostyn,2034,gas,0.2921
Mostyn,2035,gas,0.2911
Mostyn,2036,gas,0.2901
Nestle Purina Wisbech,2026,gas,0.2329
Nestle Purina Wisbech,2027,gas,0.2329
Nestle Purina Wisbech,2028,gas,0.2329
Nestle Purina Wisbech,2029,gas,0.2329
Nestle Purina Wisbech,2030,gas,0.2329
Nestle Purina Wisbech,2031,gas,0.2321
Nestle Purina Wisbech,2032,gas,0.2313
Nestle Purina Wisbech,2033,gas,0.2305
Nestle Purina Wisbech,2034,gas,0.2298
Nestle Purina Wisbech,2035,gas,0.229
Nestle Purina Wisbech,2036,gas,0.2282
Newcastle Upon Tyne,2026,gas,0.3377
Newcastle Upon Tyne,2027,gas,0.3377
Newcastle Upon Tyne,2028,gas,0.3377
Newcastle Upon Tyne,2029,gas,0.3377
Newcastle Upon Tyne,2030,gas,0.3377
Newcastle Upon Tyne,2031,gas,0.3365
Newcastle Upon Tyne,2032,gas,0.3354
Newcastle Upon Tyne,2033,gas,0.3343
Newcastle Upon Tyne,2034,gas,0.3332
Newcastle Upon Tyne,2035,gas,0.332
Newcastle Upon Tyne,2036,gas,0.3309
Newhaven EfW Plant,2026,gas,0.708
Newhaven EfW Plant,2027,gas,0.708
Newhaven EfW Plant,2028,gas,0.708
Newhaven EfW Plant,2029,gas,0.708
Newhaven EfW Plant,2030,gas,0.708
Newhaven EfW Plant,2031,gas,0.7056
Newhaven EfW Plant,2032,gas,0.7032
Newhaven EfW Plant,2033,gas,0.7009
Newhaven EfW Plant,2034,gas,0.6985
Newhaven EfW Plant,2035,gas,0.6962
Newhaven EfW Plant,2036,gas,0.6938
Nissan Motor Manufacturing (UK) Ltd,2026,gas,0.6398
Nissan Motor Manufacturing (UK) Ltd,2027,gas,0.6398
Nissan Motor Manufacturing (UK) Ltd,2028,gas,0.6398
Nissan Motor Manufacturing (UK) Ltd,2029,gas,0.6398
Nissan Motor Manufacturing (UK) Ltd,2030,gas,0.6398
Nissan Motor Manufacturing (UK) Ltd,2031,gas,0.6377
Nissan Motor Manufacturing (UK) Ltd,2032,gas,0.6355
Nissan Motor Manufacturing (UK) Ltd,2033,gas,0.6334
Nissan Motor Manufacturing (UK) Ltd,2034,gas,0.6313
Nissan Motor Manufacturing (UK) Ltd,2035,gas,0.6291
Nissan Motor Manufacturing (UK) Ltd,2036,gas,0.627
Norbord Cowie,2026,biomass,0.0
Norbord Cowie,2026,gas,1.0141
Norbord Cowie,2027,biomass,0.0
Norbord Cowie,2027,gas,1.0141
Norbord Cowie,2028,biomass,0.0
Norbord Cowie,2028,gas,1.0141
Norbord Cowie,2029,biomass,0.0
Norbord Cowie,2029,gas,1.0141
Norbord Cowie,2030,biomass,0.0
Norbord Cowie,2030,gas,1.0141
Norbord Cowie,2031,biomass,0.0
Norbord Cowie,2031,gas,1.0107
Norbord Cowie,2032,biomass,0.0
Norbord Cowie,2032,gas,1.0073
Norbord Cowie,2033,biomass,0.0
Norbord Cowie,2033,gas,1.0039
Norbord Cowie,2034,biomass,0.0
Norbord Cowie,2034,gas,1.0006
Norbord Cowie,2035,biomass,0.0
Norbord Cowie,2035,gas,0.9972
Norbord Cowie,2036,biomass,0.0
Norbord Cowie,2036,gas,0.9938
North Tees Site,2026,gas,0.6851
North Tees Site,2027,gas,0.6851
North Tees Site,2028,gas,0.6851
North Tees Site,2029,gas,0.6851
North Tees Site,2030,gas,0.6851
North Tees Site,2031,gas,0.6828
North Tees Site,2032,gas,0.6805
North Tees Site,2033,gas,0.6782
North Tees Site,2034,gas,0.676
North Tees Site,2035,gas,0.6737
North Tees Site,2036,gas,0.6714
Northfleet Mill,2026,gas,0.2676
Northfleet Mill,2027,gas,0.2676
Northfleet Mill,2028,gas,0.2676
Northfleet Mill,2029,gas,0.2676
Northfleet Mill,2030,gas,0.2676
Northfleet Mill,2031,gas,0.2667
Northfleet Mill,2032,gas,0.2658
Northfleet Mill,2033,gas,0.2649
Northfleet Mill,2034,gas,0.2641
Northfleet Mill,2035,gas,0.2632
Northfleet Mill,2036,gas,0.2623
Novelis Latchford,2026,biomass,0.0
Novelis Latchford,2026,gas,0.8463
Novelis Latchford,2027,biomass,0.0
Novelis Latchford,2027,gas,0.8463
Novelis Latchford,2028,biomass,0.0
Novelis Latchford,2028,gas,0.8463
Novelis Latchford,2029,biomass,0.0
Novelis Latchford,2029,gas,0.8463
Novelis Latchford,2030,biomass,0.0
Novelis Latchford,2030,gas,0.8463
Novelis Latchford,2031,biomass,0.0
Novelis Latchford,2031,gas,0.8434
Novelis Latchford,2032,biomass,0.0
Novelis Latchford,2032,gas,0.8406
Novelis Latchford,2033,biomass,0.0
Novelis Latchford,2033,gas,0.8378
Novelis Latchford,2034,biomass,0.0
Novelis Latchford,2034,gas,0.835
Novelis Latchford,2035,biomass,0.0
Novelis Latchford,2035,gas,0.8321
Novelis Latchford,2036,biomass,0.0
Novelis Latchford,2036,gas,0.8293
O-I Glass Limited,2026,gas,1.1885
O-I Glass Limited,2027,gas,1.1885
O-I Glass Limited,2028,gas,1.1885
O-I Glass Limited,2029,gas,1.1885
O-I Glass Limited,2030,gas,1.1885
O-I Glass Limited,2031,gas,1.1845
O-I Glass Limited,2032,gas,1.1806
O-I Glass Limited,2033,gas,1.1766
O-I Glass Limited,2034,gas,1.1726
O-I Glass Limited,2035,gas,1.1687
O-I Glass Limited,2036,gas,1.1647
Oakenholt Paper Mill,2026,gas,0.396
Oakenholt Paper Mill,2027,gas,0.396
Oakenholt Paper Mill,2028,gas,0.396
Oakenholt Paper Mill,2029,gas,0.396
Oakenholt Paper Mill,2030,gas,0.396
Oakenholt Paper Mill,2031,gas,0.3947
Oakenholt Paper Mill,2032,gas,0.3934
Oakenholt Paper Mill,2033,gas,0.3921
Oakenholt Paper Mill,2034,gas,0.3908
Oakenholt Paper Mill,2035,gas,0.3894
Oakenholt Paper Mill,2036,gas,0.3881
Omega Proteins Limited,2026,biomass,0.0
Omega Proteins Limited,2026,gas,0.9783
Omega Proteins Limited,2027,biomass,0.0
Omega Proteins Limited,2027,gas,0.9783
Omega Proteins Limited,2028,biomass,0.0
Omega Proteins Limited,2028,gas,0.9783
Omega Proteins Limited,2029,biomass,0.0
Omega Proteins Limited,2029,gas,0.9783
Omega Proteins Limited,2030,biomass,0.0
Omega Proteins Limited,2030,gas,0.9783
Omega Proteins Limited,2031,biomass,0.0
Omega Proteins Limited,2031,gas,0.9751
Omega Proteins Limited,2032,biomass,0.0
Omega Proteins Limited,2032,gas,0.9718
Omega Proteins Limited,2033,biomass,0.0
Omega Proteins Limited,2033,gas,0.9685
Omega Proteins Limited,2034,biomass,0.0
Omega Proteins Limited,2034,gas,0.9653
Omega Proteins Limited,2035,biomass,0.0
Omega Proteins Limited,2035,gas,0.962
Omega Proteins Limited,2036,biomass,0.0
Omega Proteins Limited,2036,gas,0.9588
Overton Mill,2026,gas,0.3663
Overton Mill,2027,gas,0.3663
Overton Mill,2028,gas,0.3663
Overton Mill,2029,gas,0.3663
Overton Mill,2030,gas,0.3663
Overton Mill,2031,gas,0.3651
Overton Mill,2032,gas,0.3639
Overton Mill,2033,gas,0.3626
Overton Mill,2034,gas,0.3614
Overton Mill,2035,gas,0.3602
Overton Mill,2036,gas,0.359
Padeswood Works,2026,gas,1.5119
Padeswood Works,2027,gas,1.5526
Padeswood Works,2028,gas,1.6047
Padeswood Works,2029,gas,1.6715
Padeswood Works,2030,gas,1.7411
Padeswood Works,2031,gas,1.7473
Padeswood Works,2032,gas,1.7535
Padeswood Works,2033,gas,1.7597
Padeswood Works,2034,gas,1.7659
Padeswood Works,2035,gas,1.7782
Padeswood Works,2036,gas,1.7782
Palm Paper Ltd PM7 Newsprint Mill,2026,biomass,0.0
Palm Paper Ltd PM7 Newsprint Mill,2026,gas,3.1002
Palm Paper Ltd PM7 Newsprint Mill,2027,biomass,0.0
Palm Paper Ltd PM7 Newsprint Mill,2027,gas,3.1002
Palm Paper Ltd PM7 Newsprint Mill,2028,biomass,0.0
Palm Paper Ltd PM7 Newsprint Mill,2028,gas,3.1002
Palm Paper Ltd PM7 Newsprint Mill,2029,biomass,0.0
Palm Paper Ltd PM7 Newsprint Mill,2029,gas,3.1002
Palm Paper Ltd PM7 Newsprint Mill,2030,biomass,0.0
Palm Paper Ltd PM7 Newsprint Mill,2030,gas,3.1002
Palm Paper Ltd PM7 Newsprint Mill,2031,biomass,0.0
Palm Paper Ltd PM7 Newsprint Mill,2031,gas,3.0899
Palm Paper Ltd PM7 Newsprint Mill,2032,biomass,0.0
Palm Paper Ltd PM7 Newsprint Mill,2032,gas,3.0795
Palm Paper Ltd PM7 Newsprint Mill,2033,biomass,0.0
Palm Paper Ltd PM7 Newsprint Mill,2033,gas,3.0692
Palm Paper Ltd PM7 Newsprint Mill,2034,biomass,0.0
Palm Paper Ltd PM7 Newsprint Mill,2034,gas,3.0589
Palm Paper Ltd PM7 Newsprint Mill,2035,biomass,0.0
Palm Paper Ltd PM7 Newsprint Mill,2035,gas,3.0485
Palm Paper Ltd PM7 Newsprint Mill,2036,biomass,0.0
Palm Paper Ltd PM7 Newsprint Mill,2036,gas,3.0382
Partington Papermill,2026,biomass,0.0001
Partington Papermill,2026,gas,3.1853
Partington Papermill,2027,biomass,0.0001
Partington Papermill,2027,gas,3.1853
Partington Papermill,2028,biomass,0.0001
Partington Papermill,2028,gas,3.1853
Partington Papermill,2029,biomass,0.0001
Partington Papermill,2029,gas,3.1853
Partington Papermill,2030,biomass,0.0001
Partington Papermill,2030,gas,3.1853
Partington Papermill,2031,biomass,0.0001
Partington Papermill,2031,gas,3.1747
Partington Papermill,2032,biomass,0.0001
Partington Papermill,2032,gas,3.1641
Partington Papermill,2033,biomass,0.0001
Partington Papermill,2033,gas,3.1535
Partington Papermill,2034,biomass,0.0001
Partington Papermill,2034,gas,3.1428
Partington Papermill,2035,biomass,0.0001
Partington Papermill,2035,gas,3.1322
Partington Papermill,2036,biomass,0.0001
Partington Papermill,2036,gas,3.1216
Pilkington United Kingdom Limited - Greengate,2026,gas,2.563
Pilkington United Kingdom Limited - Greengate,2027,gas,2.563
Pilkington United Kingdom Limited - Greengate,2028,gas,2.563
Pilkington United Kingdom Limited - Greengate,2029,gas,2.563
Pilkington United Kingdom Limited - Greengate,2030,gas,2.563
Pilkington United Kingdom Limited - Greengate,2031,gas,2.5544
Pilkington United Kingdom Limited - Greengate,2032,gas,2.5459
Pilkington United Kingdom Limited - Greengate,2033,gas,2.5374
Pilkington United Kingdom Limited - Greengate,2034,gas,2.5288
Pilkington United Kingdom Limited - Greengate,2035,gas,2.5203
Pilkington United Kingdom Limited - Greengate,2036,gas,2.5117
Plasmor Limited,2026,gas,0.6344
Plasmor Limited,2027,gas,0.6344
Plasmor Limited,2028,gas,0.6344
Plasmor Limited,2029,gas,0.6344
Plasmor Limited,2030,gas,0.6344
Plasmor Limited,2031,gas,0.6323
Plasmor Limited,2032,gas,0.6301
Plasmor Limited,2033,gas,0.628
Plasmor Limited,2034,gas,0.6259
Plasmor Limited,2035,gas,0.6238
Plasmor Limited,2036,gas,0.6217
Port Talbot Steelworks,2026,gas,0.2546
Port Talbot Steelworks,2027,electricity,0.66
Port Talbot Steelworks,2027,gas,0.2444
Port Talbot Steelworks,2028,electricity,6.6
Port Talbot Steelworks,2029,electricity,6.6
Port Talbot Steelworks,2030,electricity,6.6
Port Talbot Steelworks,2031,electricity,6.6
Port Talbot Steelworks,2032,electricity,6.6
Port Talbot Steelworks,2033,electricity,6.6
Port Talbot Steelworks,2034,electricity,6.6
Port Talbot Steelworks,2035,electricity,6.6
Port Talbot Steelworks,2036,electricity,6.6
Port of Liverpool CHP,2026,biomass,0.0
Port of Liverpool CHP,2026,gas,3.0083
Port of Liverpool CHP,2027,biomass,0.0
Port of Liverpool CHP,2027,gas,3.0083
Port of Liverpool CHP,2028,biomass,0.0
Port of Liverpool CHP,2028,gas,3.0083
Port of Liverpool CHP,2029,biomass,0.0
Port of Liverpool CHP,2029,gas,3.0083
Port of Liverpool CHP,2030,biomass,0.0
Port of Liverpool CHP,2030,gas,3.0083
Port of Liverpool CHP,2031,biomass,0.0
Port of Liverpool CHP,2031,gas,2.9983
Port of Liverpool CHP,2032,biomass,0.0
Port of Liverpool CHP,2032,gas,2.9882
Port of Liverpool CHP,2033,biomass,0.0
Port of Liverpool CHP,2033,gas,2.9782
Port of Liverpool CHP,2034,biomass,0.0
Port of Liverpool CHP,2034,gas,2.9682
Port of Liverpool CHP,2035,biomass,0.0
Port of Liverpool CHP,2035,gas,2.9582
Port of Liverpool CHP,2036,biomass,0.0
Port of Liverpool CHP,2036,gas,2.9481
Portsmouth,2026,gas,0.6411
Portsmouth,2027,gas,0.6411
Portsmouth,2028,gas,0.6411
Portsmouth,2029,gas,0.6411
Portsmouth,2030,gas,0.6411
Portsmouth,2031,gas,0.639
Portsmouth,2032,gas,0.6369
Portsmouth,2033,gas,0.6347
Portsmouth,2034,gas,0.6326
Portsmouth,2035,gas,0.6305
Portsmouth,2036,gas,0.6283
Queenborough,2026,gas,0.2522
Queenborough,2027,gas,0.2522
Queenborough,2028,gas,0.2522
Queenborough,2029,gas,0.2522
Queenborough,2030,gas,0.2522
Queenborough,2031,gas,0.2514
Queenborough,2032,gas,0.2505
Queenborough,2033,gas,0.2497
Queenborough,2034,gas,0.2488
Queenborough,2035,gas,0.248
Queenborough,2036,gas,0.2471
Rawcliffe Bridge,2026,gas,0.4046
Rawcliffe Bridge,2027,gas,0.4046
Rawcliffe Bridge,2028,gas,0.4046
Rawcliffe Bridge,2029,gas,0.4046
Rawcliffe Bridge,2030,gas,0.4046
Rawcliffe Bridge,2031,gas,0.4032
Rawcliffe Bridge,2032,gas,0.4019
Rawcliffe Bridge,2033,gas,0.4005
Rawcliffe Bridge,2034,gas,0.3992
Rawcliffe Bridge,2035,gas,0.3979
Rawcliffe Bridge,2036,gas,0.3965
Redhill,2026,gas,0.238
Redhill,2027,gas,0.238
Redhill,2028,gas,0.238
Redhill,2029,gas,0.238
Redhill,2030,gas,0.238
Redhill,2031,gas,0.2372
Redhill,2032,gas,0.2364
Redhill,2033,gas,0.2356
Redhill,2034,gas,0.2348
Redhill,2035,gas,0.234
Redhill,2036,gas,0.2332
Ribblesdale Works,2026,gas,1.815
Ribblesdale Works,2027,gas,1.8638
Ribblesdale Works,2028,gas,1.9304
Ribblesdale Works,2029,gas,2.0065
Ribblesdale Works,2030,gas,2.0901
Ribblesdale Works,2031,gas,2.0975
Ribblesdale Works,2032,gas,2.105
Ribblesdale Works,2033,gas,2.1124
Ribblesdale Works,2034,gas,2.1198
Ribblesdale Works,2035,gas,2.1347
Ribblesdale Works,2036,gas,2.1347
Robertsbridge Gypsum Works,2026,gas,0.6797
Robertsbridge Gypsum Works,2027,gas,0.6797
Robertsbridge Gypsum Works,2028,gas,0.6797
Robertsbridge Gypsum Works,2029,gas,0.6797
Robertsbridge Gypsum Works,2030,gas,0.6797
Robertsbridge Gypsum Works,2031,gas,0.6774
Robertsbridge Gypsum Works,2032,gas,0.6751
Robertsbridge Gypsum Works,2033,gas,0.6729
Robertsbridge Gypsum Works,2034,gas,0.6706
Robertsbridge Gypsum Works,2035,gas,0.6683
Robertsbridge Gypsum Works,2036,gas,0.6661
Rockwool Bridgend,2026,biomass,0.0
Rockwool Bridgend,2026,gas,1.4727
Rockwool Bridgend,2027,biomass,0.0
Rockwool Bridgend,2027,gas,1.4727
Rockwool Bridgend,2028,biomass,0.0
Rockwool Bridgend,2028,gas,1.4727
Rockwool Bridgend,2029,biomass,0.0
Rockwool Bridgend,2029,gas,1.4727
Rockwool Bridgend,2030,biomass,0.0
Rockwool Bridgend,2030,gas,1.4727
Rockwool Bridgend,2031,biomass,0.0
Rockwool Bridgend,2031,gas,1.4678
Rockwool Bridgend,2032,biomass,0.0
Rockwool Bridgend,2032,gas,1.4629
Rockwool Bridgend,2033,biomass,0.0
Rockwool Bridgend,2033,gas,1.458
Rockwool Bridgend,2034,biomass,0.0
Rockwool Bridgend,2034,gas,1.4531
Rockwool Bridgend,2035,biomass,0.0
Rockwool Bridgend,2035,gas,1.4482
Rockwool Bridgend,2036,biomass,0.0
Rockwool Bridgend,2036,gas,1.4433
Rolls-Royce - Sinfin,2026,gas,1.6184
Rolls-Royce - Sinfin,2027,gas,1.6184
Rolls-Royce - Sinfin,2028,gas,1.6184
Rolls-Royce - Sinfin,2029,gas,1.6184
Rolls-Royce - Sinfin,2030,gas,1.6184
Rolls-Royce - Sinfin,2031,gas,1.613
Rolls-Royce - Sinfin,2032,gas,1.6076
Rolls-Royce - Sinfin,2033,gas,1.6022
Rolls-Royce - Sinfin,2034,gas,1.5968
Rolls-Royce - Sinfin,2035,gas,1.5914
Rolls-Royce - Sinfin,2036,gas,1.586
Rugby Works,2026,gas,3.7491
Rugby Works,2027,gas,3.8499
Rugby Works,2028,gas,3.9722
Rugby Works,2029,gas,4.1448
Rugby Works,2030,gas,4.3174
Rugby Works,2031,gas,4.3327
Rugby Works,2032,gas,4.3481
Rugby Works,2033,gas,4.3634
Rugby Works,2034,gas,4.3788
Rugby Works,2035,gas,4.4095
Rugby Works,2036,gas,4.4095
Runcorn,2026,gas,0.2853
Runcorn,2027,gas,0.2853
Runcorn,2028,gas,0.2853
Runcorn,2029,gas,0.2853
Runcorn,2030,gas,0.2853
Runcorn,2031,gas,0.2843
Runcorn,2032,gas,0.2834
