site,year,ktCO2e
Melton Ross Limeworks,2036,215.53547366400005
Nissan Motor Manufacturing (UK) Ltd,2026,32.7579648
Nissan Motor Manufacturing (UK) Ltd,2027,32.7579648
Nissan Motor Manufacturing (UK) Ltd,2028,32.7579648
Nissan Motor Manufacturing (UK) Ltd,2029,32.7579648
Nissan Motor Manufacturing (UK) Ltd,2030,32.75796480000001
Nissan Motor Manufacturing (UK) Ltd,2031,32.64877158400001
Nissan Motor Manufacturing (UK) Ltd,2032,32.53957836800001
Nissan Motor Manufacturing (UK) Ltd,2033,32.430385152
Nissan Motor Manufacturing (UK) Ltd,2034,32.321191936
Nissan Motor Manufacturing (UK) Ltd,2035,32.211998720000004
Nissan Motor Manufacturing (UK) Ltd,2036,32.10280550400001
Norbord Cowie,2026,51.92114688
Norbord Cowie,2027,51.92114688
Norbord Cowie,2028,51.92114688
Norbord Cowie,2029,51.92114688
Norbord Cowie,2030,51.92114688000001
Norbord Cowie,2031,51.74807449600001
Norbord Cowie,2032,51.57500211200001
Norbord Cowie,2033,51.40192972799999
Norbord Cowie,2034,51.228857344
Norbord Cowie,2035,51.055784960000004
Norbord Cowie,2036,50.882712575999996
Novelis Latchford,2026,43.32814848000001
Novelis Latchford,2027,43.32814848000001
Novelis Latchford,2028,43.32814848000001
Novelis Latchford,2029,43.32814848000001
Novelis Latchford,2030,43.32814848000001
Novelis Latchford,2031,43.18371942400001
Novelis Latchford,2032,43.03929036800001
Novelis Latchford,2033,42.894861312
Novelis Latchford,2034,42.750432255999996
Novelis Latchford,2035,42.60600320000001
Novelis Latchford,2036,42.461574144000004
O-I Glass Limited,2026,60.85002240000001
O-I Glass Limited,2027,60.85002240000001
O-I Glass Limited,2028,60.85002240000001
O-I Glass Limited,2029,60.85002240000001
O-I Glass Limited,2030,60.850022400000014
O-I Glass Limited,2031,60.64718899200001
O-I Glass Limited,2032,60.444355584000014
O-I Glass Limited,2033,60.241522176
O-I Glass Limited,2034,60.03868876800001
O-I Glass Limited,2035,59.83585536000001
O-I Glass Limited,2036,59.63302195200001
Omega Proteins Limited,2026,50.090019840000004
Omega Proteins Limited,2027,50.090019840000004
Omega Proteins Limited,2028,50.090019840000004
Omega Proteins Limited,2029,50.090019840000004
Omega Proteins Limited,2030,50.09001984000001
Omega Proteins Limited,2031,49.923047424
Omega Proteins Limited,2032,49.75607500800001
Omega Proteins Limited,2033,49.589102592
Omega Proteins Limited,2034,49.422130176
Omega Proteins Limited,2035,49.25515776000001
Omega Proteins Limited,2036,49.08818534400001
Padeswood Works,2026,302.04391200000003
Padeswood Works,2027,310.16337200000004
Padeswood Works,2028,299.3529893199989
Padeswood Works,2029,294.270486872
Padeswood Works,2030,284.584933776
Padeswood Works,2031,274.3143708
Padeswood Works,2032,264.0438078240001
Padeswood Works,2033,253.77324484800002
Padeswood Works,2034,243.50268187200004
Padeswood Works,2035,222.96155592000002
Padeswood Works,2036,222.96155592000002
Palm Paper Ltd PM7 Newsprint Mill,2026,158.73007104
Palm Paper Ltd PM7 Newsprint Mill,2027,158.73007104
Palm Paper Ltd PM7 Newsprint Mill,2028,158.73007104
Palm Paper Ltd PM7 Newsprint Mill,2029,158.73007104
Palm Paper Ltd PM7 Newsprint Mill,2030,158.73007104000004
Palm Paper Ltd PM7 Newsprint Mill,2031,158.20096512000003
Palm Paper Ltd PM7 Newsprint Mill,2032,157.67185920000003
Palm Paper Ltd PM7 Newsprint Mill,2033,157.14275328
Palm Paper Ltd PM7 Newsprint Mill,2034,156.61364736
Palm Paper Ltd PM7 Newsprint Mill,2035,156.08454144000004
Palm Paper Ltd PM7 Newsprint Mill,2036,155.55543552000003
Partington Papermill,2026,163.08794880000002
Partington Papermill,2027,163.08794880000002
Partington Papermill,2028,163.08794880000002
Partington Papermill,2029,163.08794880000002
Partington Papermill,2030,163.08794880000005
Partington Papermill,2031,162.54431283200003
Partington Papermill,2032,162.00067686400004
Partington Papermill,2033,161.45704089600002
Partington Papermill,2034,160.913404928
Partington Papermill,2035,160.36976896000004
Partington Papermill,2036,159.82613299200003
Pilkington United Kingdom Limited - Greengate,2026,131.22508800000003
Pilkington United Kingdom Limited - Greengate,2027,131.22508800000003
Pilkington United Kingdom Limited - Greengate,2028,131.22508800000003
Pilkington United Kingdom Limited - Greengate,2029,131.22508800000003
Pilkington United Kingdom Limited - Greengate,2030,131.22508800000006
Pilkington United Kingdom Limited - Greengate,2031,130.78767103999448
Pilkington United Kingdom Limited - Greengate,2032,130.3502540799945
Pilkington United Kingdom Limited - Greengate,2033,129.91283711999444
Pilkington United Kingdom Limited - Greengate,2034,129.47542015999446
Pilkington United Kingdom Limited - Greengate,2035,129.03800320000005
Pilkington United Kingdom Limited - Greengate,2036,128.60058624
Plasmor Limited,2026,32.479488
Plasmor Limited,2027,32.479488
Plasmor Limited,2028,32.479488
Plasmor Limited,2029,32.479488
Plasmor Limited,2030,32.47948800000001
Plasmor Limited,2031,32.37122304000001
Plasmor Limited,2032,32.262958080000004
Plasmor Limited,2033,32.15469312
Plasmor Limited,2034,32.04642816
Plasmor Limited,2035,31.938163200000005
Plasmor Limited,2036,31.829898240000002
Port Talbot Steelworks,2026,157.315032
Port Talbot Steelworks,2027,184.29123071999996
Port Talbot Steelworks,2028,308.5319999999999
Port Talbot Steelworks,2029,284.376
Port Talbot Steelworks,2030,260.22
Port Talbot Steelworks,2031,249.13200000000003
Port Talbot Steelworks,2032,238.04399999999995
Port Talbot Steelworks,2033,226.95600000000002
Port Talbot Steelworks,2034,215.868
Port Talbot Steelworks,2035,204.78000000000006
Port Talbot Steelworks,2036,201.15000000000003
Port of Liverpool CHP,2026,154.02438144
Port of Liverpool CHP,2027,154.02438144
Port of Liverpool CHP,2028,154.02438144
Port of Liverpool CHP,2029,154.02438144
Port of Liverpool CHP,2030,154.02438144
Port of Liverpool CHP,2031,153.51096115200002
Port of Liverpool CHP,2032,152.99754086400003
Port of Liverpool CHP,2033,152.48412057599998
Port of Liverpool CHP,2034,151.970700288
Port of Liverpool CHP,2035,151.45728000000003
Port of Liverpool CHP,2036,150.943859712
Ribblesdale Works,2026,362.58274560000007
Ribblesdale Works,2027,372.3295936
Ribblesdale Works,2028,352.4618575520001
Ribblesdale Works,2029,353.1641212960001
Ribblesdale Works,2030,340.16948929600005
Ribblesdale Works,2031,329.2146463200001
Ribblesdale Works,2032,316.8887769600001
Ribblesdale Works,2033,304.5629076
Ribblesdale Works,2034,292.23703824000006
Ribblesdale Works,2035,267.5852995200001
Ribblesdale Works,2036,267.5852995200001
Robertsbridge Gypsum Works,2026,34.7982336
Robertsbridge Gypsum Works,2027,34.7982336
Robertsbridge Gypsum Works,2028,34.7982336
Robertsbridge Gypsum Works,2029,34.7982336
Robertsbridge Gypsum Works,2030,34.7982336
Robertsbridge Gypsum Works,2031,34.68223948800001
Robertsbridge Gypsum Works,2032,34.566245376000005
Robertsbridge Gypsum Works,2033,34.450251264
Robertsbridge Gypsum Works,2034,34.334257152
Robertsbridge Gypsum Works,2035,34.218263040000004
Robertsbridge Gypsum Works,2036,34.102268928
Rockwool Bridgend,2026,75.40356096000002
Rockwool Bridgend,2027,75.40356096000002
Rockwool Bridgend,2028,75.40356096000002
Rockwool Bridgend,2029,75.40356096000002
Rockwool Bridgend,2030,75.40356096000002
Rockwool Bridgend,2031,75.15221196800002
Rockwool Bridgend,2032,74.90086297600001
Rockwool Bridgend,2033,74.649513984
Rockwool Bridgend,2034,74.398164992
Rockwool Bridgend,2035,74.14681600000002
Rockwool Bridgend,2036,73.89546700800001
Rolls-Royce - Sinfin,2026,82.86105599999999
Rolls-Royce - Sinfin,2027,82.86105599999999
Rolls-Royce - Sinfin,2028,82.86105599999999
Rolls-Royce - Sinfin,2029,82.86105599999999
Rolls-Royce - Sinfin,2030,82.861056
Rolls-Royce - Sinfin,2031,82.58485248000001
Rolls-Royce - Sinfin,2032,82.30864896000001
Rolls-Royce - Sinfin,2033,82.03244544
Rolls-Royce - Sinfin,2034,81.75624192000001
Rolls-Royce - Sinfin,2035,81.48003840000001
Rolls-Royce - Sinfin,2036,81.20383488
Rugby Works,2026,748.9648608
Rugby Works,2027,769.0983248
Rugby Works,2028,753.5401565440001
Rugby Works,2029,729.5292540800001
Rugby Works,2030,705.5183516160001
Rugby Works,2031,680.0568261600001
Rugby Works,2032,654.595300704
Rugby Works,2033,629.1337752480001
Rugby Works,2034,603.6722497920001
Rugby Works,2035,552.7491988800002
Rugby Works,2036,552.7491988800002
Saint-Gobain Glass (United Kingdom) Limited,2026,93.0680832
Saint-Gobain Glass (United Kingdom) Limited,2027,93.0680832
Saint-Gobain Glass (United Kingdom) Limited,2028,93.0680832
Saint-Gobain Glass (United Kingdom) Limited,2029,93.0680832
Saint-Gobain Glass (United Kingdom) Limited,2030,93.06808320000002
Saint-Gobain Glass (United Kingdom) Limited,2031,92.75785625600003
Saint-Gobain Glass (United Kingdom) Limited,2032,92.44762931200002
Saint-Gobain Glass (United Kingdom) Limited,2033,92.137402368
Saint-Gobain Glass (United Kingdom) Limited,2034,91.827175424
Saint-Gobain Glass (United Kingdom) Limited,2035,91.51694848000002
Saint-Gobain Glass (United Kingdom) Limited,2036,91.20672153600002
Scunthorpe Integrated Iron & Steel Works,2026,3050.210016
Scunthorpe Integrated Iron & Steel Works,2027,2935.5054920703997
Scunthorpe Integrated Iron & Steel Works,2028,169.2400864
Scunthorpe Integrated Iron & Steel Works,2029,155.9897152
Scunthorpe Integrated Iron & Steel Works,2030,142.73934400000002
Scunthorpe Integrated Iron & Steel Works,2031,136.65720640000004
Scunthorpe Integrated Iron & Steel Works,2032,130.5750688
Scunthorpe Integrated Iron & Steel Works,2033,124.4929312
Scunthorpe Integrated Iron & Steel Works,2034,118.41079360000002
Scunthorpe Integrated Iron & Steel Works,2035,112.32865600000001
Scunthorpe Integrated Iron & Steel Works,2036,110.33748000000003
Selby Wheat Processing Facility,2026,105.12215040000001
Selby Wheat Processing Facility,2027,105.12215040000001
Selby Wheat Processing Facility,2028,105.12215040000001
Selby Wheat Processing Facility,2029,105.12215040000001
Selby Wheat Processing Facility,2030,105.12215040000002
Selby Wheat Processing Facility,2031,104.77174323200002
Selby Wheat Processing Facility,2032,104.42133606400003
Selby Wheat Processing Facility,2033,104.070928896
Selby Wheat Processing Facility,2034,103.72052172800001
Selby Wheat Processing Facility,2035,103.37011456000002
Selby Wheat Processing Facility,2036,103.01970739200002
Sellafield Site,2026,133.61771520000002
Sellafield Site,2027,133.61771520000002
Sellafield Site,2028,133.61771520000002
Sellafield Site,2029,133.61771520000002
Sellafield Site,2030,133.61771520000005
Sellafield Site,2031,133.17232281600005
Sellafield Site,2032,132.72693043200005
Sellafield Site,2033,132.28153804800002
Sellafield Site,2034,131.83614566400001
Sellafield Site,2035,131.39075328000004
Sellafield Site,2036,130.945360896
Shell UK Limited Fife NGL Plant,2026,118.42481664000003
Shell UK Limited Fife NGL Plant,2027,118.42481664000003
Shell UK Limited Fife NGL Plant,2028,118.42481664000003
Shell UK Limited Fife NGL Plant,2029,118.42481664000003
Shell UK Limited Fife NGL Plant,2030,118.42481664000005
Shell UK Limited Fife NGL Plant,2031,118.0300615679967
Shell UK Limited Fife NGL Plant,2032,117.63530649599672
Shell UK Limited Fife NGL Plant,2033,117.24055142399669
Shell UK Limited Fife NGL Plant,2034,116.8457963519967
Shell UK Limited Fife NGL Plant,2035,116.45104127999672
Shell UK Limited Fife NGL Plant,2036,116.05628620799669
Sherburn Gypsum Works,2026,33.302983680000004
Sherburn Gypsum Works,2027,33.302983680000004
Sherburn Gypsum Works,2028,33.302983680000004
Sherburn Gypsum Works,2029,33.302983680000004
Sherburn Gypsum Works,2030,33.30298368000001
Sherburn Gypsum Works,2031,33.19197184
Sherburn Gypsum Works,2032,33.08096000000001
Sherburn Gypsum Works,2033,32.96994816
Sherburn Gypsum Works,2034,32.858936320000005
Sherburn Gypsum Works,2035,32.74792448000001
Sherburn Gypsum Works,2036,32.636912640000006
Smurfit Westrock SSK,2026,62.529408000000004
Smurfit Westrock SSK,2027,62.529408000000004
Smurfit Westrock SSK,2028,62.529408000000004
Smurfit Westrock SSK,2029,62.529408000000004
Smurfit Westrock SSK,2030,62.52940800000001
Smurfit Westrock SSK,2031,62.32096716800001
Smurfit Westrock SSK,2032,62.11252633600001
Smurfit Westrock SSK,2033,61.90408550400001
Smurfit Westrock SSK,2034,61.695644672
Smurfit Westrock SSK,2035,61.48720384000002
Smurfit Westrock SSK,2036,61.278763008000006
Smurfit Westrock Townsend Hook,2026,76.84084224000001
Smurfit Westrock Townsend Hook,2027,76.84084224000001
Smurfit Westrock Townsend Hook,2028,76.84084224000001
Smurfit Westrock Townsend Hook,2029,76.84084224000001
Smurfit Westrock Townsend Hook,2030,76.84084224000003
Smurfit Westrock Townsend Hook,2031,76.58470041600003
Smurfit Westrock Townsend Hook,2032,76.32855859200002
Smurfit Westrock Townsend Hook,2033,76.072416768
Smurfit Westrock Townsend Hook,2034,75.81627494400001
Smurfit Westrock Townsend Hook,2035,75.56013312000003
Smurfit Westrock Townsend Hook,2036,75.30399129600004
Solutia UK Limited - Newport,2026,37.343738880000004
Solutia UK Limited - Newport,2027,37.343738880000004
Solutia UK Limited - Newport,2028,37.343738880000004
Solutia UK Limited - Newport,2029,37.343738880000004
Solutia UK Limited - Newport,2030,37.343738880000004
Solutia UK Limited - Newport,2031,37.21925785599999
Solutia UK Limited - Newport,2032,37.094776831999994
Solutia UK Limited - Newport,2033,36.970295807999996
Solutia UK Limited - Newport,2034,36.84581478399999
Solutia UK Limited - Newport,2035,36.72133375999999
Solutia UK Limited - Newport,2036,36.596852735999995
Stanlow Manufacturing Complex,2026,1749.4139904000003
Stanlow Manufacturing Complex,2027,1749.4139904000003
Stanlow Manufacturing Complex,2028,1749.4139904000003
Stanlow Manufacturing Complex,2029,1749.4139904000003
Stanlow Manufacturing Complex,2030,1749.4139904000003
Stanlow Manufacturing Complex,2031,1743.5826104320004
Stanlow Manufacturing Complex,2032,1737.7512304640004
Stanlow Manufacturing Complex,2033,1731.9198504960002
Stanlow Manufacturing Complex,2034,1726.088470528
Stanlow Manufacturing Complex,2035,1720.2570905600003
Stanlow Manufacturing Complex,2036,1714.4257105920003
Syngenta Limited,2026,56.207416320000014
Syngenta Limited,2027,56.207416320000014
Syngenta Limited,2028,56.207416320000014
Syngenta Limited,2029,56.207416320000014
Syngenta Limited,2030,56.20741632000002
Syngenta Limited,2031,56.02004121600002
Syngenta Limited,2032,55.83266611200002
Syngenta Limited,2033,55.64529100800001
Syngenta Limited,2034,55.457915904000004
Syngenta Limited,2035,55.27054080000002
Syngenta Limited,2036,55.08316569600001
Tata Steel Colors,2026,52.049088
Tata Steel Colors,2027,50.09390078719999
Tata Steel Colors,2028,48.1182466016
Tata Steel Colors,2029,2.6636551999999325
Tata Steel Colors,2030,2.4373940000000003
Tata Steel Colors,2031,2.333536399999941
Tata Steel Colors,2032,2.2296788
Tata Steel Colors,2033,2.125821199999946
Tata Steel Colors,2034,2.021963599999949
Tata Steel Colors,2035,1.9181059999999397
Tata Steel Colors,2036,1.8841049999999526
Tata Steel Packaging Plus UK,2026,37.5354
Tata Steel Packaging Plus UK,2027,36.129354559999996
Tata Steel Packaging Plus UK,2028,34.70431748
Tata Steel Packaging Plus UK,2029,1.9242776
Tata Steel Packaging Plus UK,2030,1.760822
Tata Steel Packaging Plus UK,2031,1.6857932000000002
Tata Steel Packaging Plus UK,2032,1.6107643999999999
Tata Steel Packaging Plus UK,2033,1.5357356
Tata Steel Packaging Plus UK,2034,1.4607067999999999
Tata Steel Packaging Plus UK,2035,1.385678
Tata Steel Packaging Plus UK,2036,1.361115
Tate and Lyle Sugars,2026,89.33422080000001
Tate and Lyle Sugars,2027,89.33422080000001
Tate and Lyle Sugars,2028,89.33422080000001
Tate and Lyle Sugars,2029,89.33422080000001
Tate and Lyle Sugars,2030,89.33422080000003
Tate and Lyle Sugars,2031,89.03644006400002
Tate and Lyle Sugars,2032,88.73865932800003
Tate and Lyle Sugars,2033,88.440878592
Tate and Lyle Sugars,2034,88.14309785600001
Tate and Lyle Sugars,2035,87.84531712000003
Tate and Lyle Sugars,2036,87.54753638400001
Teesside Beam Mill,2026,58.203039999999994
Teesside Beam Mill,2027,56.030933734399994
Teesside Beam Mill,2028,53.82124788320001
Teesside Beam Mill,2029,2.9764687999999997
Teesside Beam Mill,2030,2.723636
Teesside Beam Mill,2031,2.6075816
Teesside Beam Mill,2032,2.4915271999999997
Teesside Beam Mill,2033,2.3754728
Teesside Beam Mill,2034,2.2594184
Teesside Beam Mill,2035,2.143364
Teesside Beam Mill,2036,2.10537
Teesside Hydrogen Plant,2026,156.95520768000003
Teesside Hydrogen Plant,2027,156.95520768000003
Teesside Hydrogen Plant,2028,156.95520768000003
Teesside Hydrogen Plant,2029,156.95520768000003
Teesside Hydrogen Plant,2030,156.95520768000006
Teesside Hydrogen Plant,2031,156.43201228800004
Teesside Hydrogen Plant,2032,155.90881689600005
Teesside Hydrogen Plant,2033,155.385621504
Teesside Hydrogen Plant,2034,154.862426112
Teesside Hydrogen Plant,2035,154.33923072000005
Teesside Hydrogen Plant,2036,153.81603532800003
The Girvan Distillery,2026,66.76964352000002
The Girvan Distillery,2027,66.76964352000002
The Girvan Distillery,2028,66.76964352000002
The Girvan Distillery,2029,66.76964352000002
The Girvan Distillery,2030,66.76964352000002
The Girvan Distillery,2031,66.54707046400002
The Girvan Distillery,2032,66.32449740800001
The Girvan Distillery,2033,66.101924352
The Girvan Distillery,2034,65.87935129600001
The Girvan Distillery,2035,65.65677824000001
The Girvan Distillery,2036,65.434205184
The Lycra Company UK Limited,2026,44.1925632
The Lycra Company UK Limited,2027,44.1925632
The Lycra Company UK Limited,2028,44.1925632
The Lycra Company UK Limited,2029,44.1925632
The Lycra Company UK Limited,2030,44.19256320000001
The Lycra Company UK Limited,2031,44.045254656000004
The Lycra Company UK Limited,2032,43.897946112000014
The Lycra Company UK Limited,2033,43.750637567999995
The Lycra Company UK Limited,2034,43.603329024000004
The Lycra Company UK Limited,2035,43.45602048000001
The Lycra Company UK Limited,2036,43.308711936
Tronox Pigment - CHP Plant,2026,128.41190400000002
Tronox Pigment - CHP Plant,2027,128.41190400000002
Tronox Pigment - CHP Plant,2028,128.41190400000002
Tronox Pigment - CHP Plant,2029,128.41190400000002
Tronox Pigment - CHP Plant,2030,128.41190400000005
Tronox Pigment - CHP Plant,2031,127.98386432000004
Tronox Pigment - CHP Plant,2032,127.55582464000004
Tronox Pigment - CHP Plant,2033,127.12778496000001
Tronox Pigment - CHP Plant,2034,126.69974528000002
Tronox Pigment - CHP Plant,2035,126.27170560000005
Tronox Pigment - CHP Plant,2036,125.84366592000003
Tunstead Cement,2026,464.80298880000004
Tunstead Cement,2027,477.2976928000001
Tunstead Cement,2028,467.712609728
Tunstead Cement,2029,452.80908337600005
Tunstead Cement,2030,437.9055570240001
Tunstead Cement,2031,422.1017829600001
Tunstead Cement,2032,406.29800889600006
Tunstead Cement,2033,390.494234832
Tunstead Cement,2034,374.6904607680001
Tunstead Cement,2035,343.0829126400001
Tunstead Cement,2036,343.0829126400001
Tunstead Lime,2026,326.1702144000001
Tunstead Lime,2027,326.1702144000001
Tunstead Lime,2028,326.1702144000001
Tunstead Lime,2029,326.1702144000001
Tunstead Lime,2030,326.1702144000001
Tunstead Lime,2031,325.08298035200005
Tunstead Lime,2032,323.9957463040001
Tunstead Lime,2033,322.908512256
Tunstead Lime,2034,321.8212782080001
Tunstead Lime,2035,320.7340441600001
Tunstead Lime,2036,319.646810112
"Valero, Pembroke",2026,2596.2846720000007
"Valero, Pembroke",2027,2596.2846720000007
"Valero, Pembroke",2028,2596.2846720000007
"Valero, Pembroke",2029,2596.2846720000007
"Valero, Pembroke",2030,2596.2846720000007
"Valero, Pembroke",2031,2587.6303897600005
"Valero, Pembroke",2032,2578.976107520001
"Valero, Pembroke",2033,2570.32182528
"Valero, Pembroke",2034,2561.6675430400005
"Valero, Pembroke",2035,2553.0132608000004
"Valero, Pembroke",2036,2544.3589785599884
Venator Materials UK Limited,2026,75.43311360000001
Venator Materials UK Limited,2027,75.43311360000001
Venator Materials UK Limited,2028,75.43311360000001
Venator Materials UK Limited,2029,75.43311360000001
Venator Materials UK Limited,2030,75.43311360000001
Venator Materials UK Limited,2031,75.181669888
Venator Materials UK Limited,2032,74.93022617600002
Venator Materials UK Limited,2033,74.678782464
Venator Materials UK Limited,2034,74.427338752
Venator Materials UK Limited,2035,74.17589504000001
Venator Materials UK Limited,2036,73.924451328
Whittlesey,2026,48.3981312
Whittlesey,2027,48.3981312
Whittlesey,2028,48.39813119999874
Whittlesey,2029,48.3981312
Whittlesey,2030,48.39813120000001
Whittlesey,2031,48.236804096000014
Whittlesey,2032,48.075476992000006
Whittlesey,2033,47.914149888000004
Whittlesey,2034,47.752822784
Whittlesey,2035,47.591495680000016
Whittlesey,2036,47.43016857600001
Whitwell Works Lime Kiln Plant,2026,173.18983680000002
Whitwell Works Lime Kiln Plant,2027,173.18983680000002
Whitwell Works Lime Kiln Plant,2028,173.18983680000002
Whitwell Works Lime Kiln Plant,2029,173.18983680000002
Whitwell Works Lime Kiln Plant,2030,173.18983680000005
Whitwell Works Lime Kiln Plant,2031,172.61253734400006
Whitwell Works Lime Kiln Plant,2032,172.03523788800004
Whitwell Works Lime Kiln Plant,2033,171.45793843200002
Whitwell Works Lime Kiln Plant,2034,170.880638976
Whitwell Works Lime Kiln Plant,2035,170.30333952000004
Whitwell Works Lime Kiln Plant,2036,169.72604006400002
Wigton Boiler Plant,2026,70.70298624000002
Wigton Boiler Plant,2027,70.70298624000002
Wigton Boiler Plant,2028,70.70298624000002
Wigton Boiler Plant,2029,70.70298624000002
Wigton Boiler Plant,2030,70.70298624000002
Wigton Boiler Plant,2031,70.46730393600002
Wigton Boiler Plant,2032,70.23162163200001
Wigton Boiler Plant,2033,69.99593932799999
Wigton Boiler Plant,2034,69.76025702400001
Wigton Boiler Plant,2035,69.52457472000003
Wigton Boiler Plant,2036,69.28889241600002
Winnington Sodium Carbonate Manufacturing Site,2026,60.28170240000001
Winnington Sodium Carbonate Manufacturing Site,2027,60.28170240000001
Winnington Sodium Carbonate Manufacturing Site,2028,60.28170240000001
Winnington Sodium Carbonate Manufacturing Site,2029,60.28170240000001
Winnington Sodium Carbonate Manufacturing Site,2030,60.281702400000015
Winnington Sodium Carbonate Manufacturing Site,2031,60.08076339200001
Winnington Sodium Carbonate Manufacturing Site,2032,59.87982438400002
Winnington Sodium Carbonate Manufacturing Site,2033,59.678885376
Winnington Sodium Carbonate Manufacturing Site,2034,59.477946368
Winnington Sodium Carbonate Manufacturing Site,2035,59.27700736000001
Winnington Sodium Carbonate Manufacturing Site,2036,59.076068352
Wissington Sugar Factory,2026,321.88962816000003
Wissington Sugar Factory,2027,321.88962816000003
Wissington Sugar Factory,2028,321.88962816000003
Wissington Sugar Factory,2029,321.88962816000003
Wissington Sugar Factory,2030,321.8896281600001
Wissington Sugar Factory,2031,320.81665894400004
Wissington Sugar Factory,2032,319.7436897280001
Wissington Sugar Factory,2033,318.67072051199995
Wissington Sugar Factory,2034,317.59775129600007
Wissington Sugar Factory,2035,316.5247820800001
Wissington Sugar Factory,2036,315.45181286400003
dispersed_heat,2026,2563.123200000006
dispersed_heat,2027,2455.1424000000006
dispersed_heat,2028,2455.1424000000006
dispersed_heat,2029,2455.1424000000006
dispersed_heat,2030,2455.1424000000006
dispersed_heat,2031,2455.1424000000006
dispersed_heat,2032,2455.1424000000006
dispersed_heat,2033,2455.1424
dispersed_heat,2034,2455.1424000000006
dispersed_heat,2035,2455.1424000000006
dispersed_heat,2036,2455.1424000000006
dispersed_steel,2026,142.91255999999998
dispersed_steel,2027,142.91255999999998
dispersed_steel,2028,142.91255999999998
dispersed_steel,2029,142.91255999999998
dispersed_steel,2030,142.91255999999998
dispersed_steel,2031,142.91255999999998
dispersed_steel,2032,142.91255999999998
dispersed_steel,2033,142.91255999999998
dispersed_steel,2034,142.91255999999998
dispersed_steel,2035,142.91255999999998
dispersed_steel,2036,142.91255999999998
