site,tech,year,min_units,max_units,source,retrieved,basis
Port Talbot Steelworks,eaf,2028,3.0,,Tata GBP1.25bn EAF under construction since Jul 2025 - operational end-2027 - 3 Mt/yr nameplate,2026-08-16,official
